Date;12461 - Anbima Market Index of the prefixed federal bonds - IFR-M - Index;12462 - Anbima Market Index of the federal bonds tied to the SELIC rate - IMA-S - Index;12463 - Anbima Market Index of the federal bonds tied to the IGP-M index - IMA-C - Index;12466 - Anbima Market Index of the federal bonds tied to the IPCA index - IMA-B - Index;12467 - Anbima Market Index of the federal bonds tied to the IPCA index with maturities below to five years - IMA-B 5 - Index;12468 - Anbima Market Index of the federal bonds tied to the IPCA index with maturities equal or above five years - IMA-B 5+ - Index;12469 - General Anbima Market Index - IMA - General - Index;17626 - Anbima Market Index of prefixed federal bonds with maturities below to one year - IRF-M 1 - Index;17627 - Anbima Market Index of the prefixed federal bonds with maturities equal or above one year - IRF-M 1+ - Index;17628 - General Anbima Market Index - IMA-General ex-C - Index;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02/01/2017;9501.331889;3760.541892;4906.898353;4902.949637;4622.754114;5679.794042;4254.332032;8,842.39;10204.26615;4226.38591;ret_IRF-M;ret_IMA_S;ret_IMA_C;ret_IMA_B;ret_IMA_B5;ret_IMA_B5plus;ret_IMA_General;ret_IRF-M1;ret_IRF-M1plus;ret_IMA_gen_exC;;;;;;;;;;;;;;;;;;;;;;;;;;
03/01/2017;9504.091195;3762.42986;4918.839196;4893.287993;4627.293595;5659.921372;4253.183605;8,846.74;10206.4755;4224.808119;0.000290413;0.000502047;0.002433481;-0.001970578;0.000981986;-0.003498836;-0.000269943;0.000491167;0.000216513;-0.000373319;;Matriz de Correlação;;;;;;;;;;;;Matriz de Correlação - ULTIMO 180 dias;;;;;;;;;;;;
04/01/2017;9484.045729;3764.353437;4925.708808;4878.090298;4628.690202;5632.314735;4246.846807;8,849.80;10175.7213;4218.04597;-0.002109141;0.000511259;0.001396592;-0.003105825;0.000301819;-0.004877565;-0.001489895;0.000346158;-0.003013205;-0.001600581;;;;;;;;;;;;;;;;;;;;;;;;;;
05/01/2017;9507.605801;3766.255808;4941.58271;4892.559175;4636.455643;5652.813376;4255.578688;8,859.27;10206.31504;4226.529377;0.00248418;0.000505365;0.003222664;0.002966095;0.001677676;0.00363947;0.002056086;0.001070285;0.003006543;0.002011217;;;;;;;;;;;;;;;;;;;;;;;;;;
06/01/2017;9507.497419;3768.097391;4938.184815;4877.835303;4632.492948;5629.448046;4252.111554;8,863.31;10204.43991;4223.065222;-1.13995E-05;0.000488969;-0.000687613;-0.003009442;-0.000854682;-0.004133398;-0.000814727;0.000455933;-0.000183722;-0.000819622;;;;;;;;;;;;;;;;;;;;;;;;;;
09/01/2017;9522.088854;3769.906515;4931.9013;4876.829557;4632.55504;5627.640397;4254.530444;8,868.18;10223.80905;4225.767064;0.001534729;0.000480116;-0.001272434;-0.000206187;1.34036E-05;-0.000321106;0.000568868;0.000549889;0.001898109;0.000639782;;;;;;;;;;;;;;;;;;;;;;;;;;
10/01/2017;9545.83442;3771.769052;4932.10234;4882.654962;4635.109268;5636.257421;4260.442309;8,873.63;10256.38716;4231.858052;0.002493735;0.000494054;4.07632E-05;0.001194507;0.000551365;0.001531197;0.001389546;0.00061367;0.003186495;0.001441392;;;;;;;;;;;;;;;;;;;;;;;;;;
11/01/2017;9544.524329;3773.629691;4928.483931;4873.580812;4631.825907;5622.392609;4258.313989;8,877.37;10252.87006;4229.782038;-0.000137242;0.000493307;-0.000733644;-0.001858446;-0.000708368;-0.002459932;-0.000499554;0.000422374;-0.000342919;-0.000490568;;;;;;;;;;;;;;;;;;;;;;;;;;
12/01/2017;9616.057456;3775.503896;4978.612601;4956.386547;4664.392418;5747.259044;4294.042034;8,896.56;10349.82559;4264.981591;0.007494677;0.000496658;0.010171215;0.016990738;0.007031031;0.022208772;0.008390186;0.002161118;0.009456428;0.008321836;;;;;;;;;;;;;;;;;;;;;;;;;;
13/01/2017;9610.764874;3777.320981;4997.509822;4964.981963;4667.833815;5760.18171;4296.77147;8,898.22;10341.34256;4267.174387;-0.00055039;0.000481283;0.00379568;0.00173421;0.000737802;0.002248492;0.000635633;0.000186941;-0.00081963;0.00051414;;;;;;;;;;;;;;;;;;;;;;;;;;
16/01/2017;9623.538837;3779.138149;5018.769365;4980.361305;4671.635064;5784.802068;4304.215911;8,903.12;10358.0307;4274.152524;0.001329131;0.000481073;0.004254027;0.003097563;0.00081435;0.004274233;0.001732566;0.00055052;0.001613731;0.001635306;;;;;;;;;;;;;;;;;;;;;;;;;;
17/01/2017;9630.651626;3780.963445;5027.000995;4982.729137;4673.712331;5787.643712;4306.853066;8,906.33;10367.12008;4276.60142;0.000739103;0.000482993;0.001640169;0.000475434;0.000444655;0.000491226;0.000612691;0.000360019;0.00087752;0.000572955;;;;;;;;;;;;;;;;;;;;;;;;;;
18/01/2017;9624.940367;3782.841177;5019.527521;4961.876623;4672.231348;5751.936606;4300.742394;8,910.30;10357.04164;4270.544902;-0.000593029;0.000496628;-0.001486667;-0.004184958;-0.000316875;-0.006169541;-0.001418825;0.000445823;-0.000972154;-0.001416199;;;;;;;;;;;;;;;;;;;;;;;;;;
19/01/2017;9646.777952;3784.696773;5018.891252;4963.145859;4672.691156;5753.875134;4305.098052;8,917.06;10386.25642;4275.058368;0.002268854;0.00049053;-0.000126759;0.000255798;9.84129E-05;0.000337022;0.001012769;0.000758688;0.002820765;0.001056883;;;ret_IRF-M;ret_IMA_S;ret_IMA_C;ret_IMA_B;ret_IMA_B5;ret_IMA_B5plus;ret_IMA_General;ret_IRF-M1;ret_IRF-M1plus;ret_IMA_gen_exC;;;;;ret_IRF-M;ret_IMA_S;ret_IMA_C;ret_IMA_B;ret_IMA_B5;ret_IMA_B5plus;ret_IMA_General;ret_IRF-M1;ret_IRF-M1plus;ret_IMA_gen_exC
20/01/2017;9664.75389;3786.528821;5016.43262;4962.211166;4672.490989;5752.359599;4308.192089;8,922.85;10410.20836;4278.330595;0.001863414;0.000484067;-0.000489876;-0.000188327;-4.28376E-05;-0.000263394;0.000718691;0.000649567;0.002306118;0.000765423;;ret_IRF-M;1;;;;;;;;;;;;;ret_IRF-M;1;;;;;;;;;
23/01/2017;9672.703445;3788.374701;5017.258932;4959.780106;4670.179694;5749.555522;4309.433715;8,926.32;10420.4162;4279.584016;0.000822531;0.000487486;0.000164721;-0.000489915;-0.00049466;-0.000487466;0.000288201;0.000388512;0.000980561;0.00029297;;ret_IMA_S;0.065;1;;;;;;;;;;;;ret_IMA_S;0.090;1.000;;;;;;;;
24/01/2017;9676.737282;3790.224065;5024.088003;4974.422639;4671.679743;5774.336545;4314.871355;8,930.18;10424.70185;4284.96758;0.000417033;0.000488168;0.001361116;0.002952254;0.000321197;0.004310076;0.001261799;0.00043286;0.000411274;0.001257964;;ret_IMA_C;0.702;-0.0498;1;;;;;;;;;;;ret_IMA_C;0.273;-0.027;1;;;;;;;
25/01/2017;9680.700408;3792.055965;5026.898079;4976.607542;4673.736817;5776.869524;4316.798856;8,934.07;10428.8713;4286.863088;0.000409552;0.000483322;0.000559321;0.000439227;0.000440329;0.000438661;0.000446711;0.000435914;0.000399959;0.000442362;;ret_IMA_B;0.921;0.0394;0.7570;1;;;;;;;;;;ret_IMA_B;0.880;0.116;0.297;1;;;;;;
26/01/2017;9668.046616;3793.89555;5025.880113;4966.017451;4670.893215;5760.064247;4312.574298;8,937.32;10408.90137;4282.539325;-0.001307115;0.000485115;-0.000202504;-0.002127974;-0.000608422;-0.002909063;-0.000978632;0.000362929;-0.00191487;-0.001008608;;ret_IMA_B5;0.913;0.0490;0.7263;0.895122029;1;;;;;;;;;ret_IMA_B5;0.800;0.128;0.269;0.816;1;;;;;
27/01/2017;9688.409194;3795.725946;5032.34556;4979.235021;4674.012915;5781.311868;4320.146085;8,942.06;10436.80674;4290.136065;0.002106173;0.000482458;0.001286431;0.002661604;0.000667902;0.003688782;0.001755746;0.00053044;0.002680914;0.001773887;;ret_IMA_B5plus;0.896;0.0363;0.7231;0.992771508;0.845487279;1;;;;;;;;ret_IMA_B5plus;0.854;0.106;0.288;0.991;0.734;1;;;;
30/01/2017;9680.987955;3797.560569;5014.904817;4960.392742;4668.778399;5751.522535;4313.979526;8,945.81;10424.30941;4284.350186;-0.000765991;0.000483339;-0.003465728;-0.003784171;-0.001119919;-0.005152694;-0.001427396;0.000419394;-0.001197428;-0.001348647;;ret_IMA_General;0.966;0.0736;0.7766;0.986569914;0.918608333;0.968095993;1;;;;;;;ret_IMA_General;0.950;0.178;0.347;0.977;0.838;0.960;1;;;
31/01/2017;9686.354307;3799.389315;5017.036132;4962.980605;4665.788165;5757.97052;4316.211138;8,951.06;10429.96239;4286.581717;0.000554319;0.000481558;0.000424996;0.000521705;-0.000640475;0.001121092;0.000517298;0.000587321;0.000542287;0.000520856;;ret_IRF-M1;0.782;0.2516;0.6027;0.69707963;0.763682922;0.646331094;0.76011362;1;;;;;;ret_IRF-M1;0.744;0.174;0.218;0.633;0.691;0.586;0.701;1;;
01/02/2017;9695.062351;3801.229135;5022.115187;4979.14753;4670.200315;5783.580441;4322.727624;8,955.63;10440.81775;4293.135662;0.000899001;0.000484241;0.001012362;0.003257503;0.000945639;0.004447734;0.00150977;0.000510089;0.001040786;0.001528944;;ret_IRF-M1plus;0.998;0.0564;0.6855;0.921535439;0.909568731;0.900149437;0.96205004;0.753209508;1;;;;;ret_IRF-M1plus;0.998;0.083;0.265;0.874;0.798;0.848;0.946;0.721;1;
02/02/2017;9715.022125;3803.07155;5031.968696;4995.523421;4673.362195;5810.351977;4331.169886;8,960.50;10467.86096;4301.518666;0.002058757;0.000484689;0.001962024;0.003288895;0.000677033;0.004628886;0.001952994;0.000543816;0.002590143;0.001952653;;ret_IMA_gen_exC;0.968;0.0782;0.7597;0.986624689;0.91781219;0.969032154;0.99964978;0.759231533;0.964407852;1;;;;ret_IMA_gen_exC;0.952;0.184;0.288;0.978;0.838;0.961;0.998;0.701;0.948;1
03/02/2017;9744.386716;3804.91011;5046.585478;5010.209156;4676.524312;5834.152931;4340.798977;8,965.97;10508.33834;4310.971038;0.003022596;0.000483441;0.002904784;0.002939779;0.000676626;0.004096302;0.002223208;0.000610844;0.003866825;0.00219745;;minimo da coluna;0.064832058;-0.0498;0.6027;0.69707963;0.763682922;0.646331094;0.76011362;0.753209508;0.964407852;;;;;minimo da coluna;0.090;-0.027;0.218;0.633;0.691;0.586;0.701;0.701;0.948;
06/02/2017;9753.115863;3806.757492;5060.726983;5018.451067;4681.369659;5845.559501;4345.445262;8,969.91;10519.42663;4315.303051;0.000895813;0.000485526;0.002802193;0.001645023;0.0010361;0.001955137;0.001070376;0.000439033;0.001055189;0.001004881;;;;;;;;;;;;;;;;2o menor da coluna;0.273;0.083;0.265;0.816;0.734;0.848;0.946;;;
07/02/2017;9771.022405;3808.598325;5069.791222;5031.62151;4683.700508;5867.225495;4352.687787;8,975.14;10543.33401;4322.475;0.001835982;0.00048357;0.001791094;0.002624404;0.000497899;0.003706402;0.001666693;0.000583588;0.002272689;0.00166198;;Correlação no Python (histórico menor);IRF-M;IMA-S;IMA-C;IMA-B;IMA-B5;IMA-B5plus;IMA-Geral;IRF-M1;IRF-M1plus;IMA-Geral_exC;;;;;;;;;;;;;;
08/02/2017;9789.508552;3810.448296;5099.664454;5067.123908;4696.445994;5921.522696;4366.597962;8,981.38;10567.67194;4335.846958;0.001891936;0.000485735;0.005892399;0.007055856;0.002721243;0.009254323;0.003195767;0.00069566;0.002308372;0.003093588;;IRF-M;1.000;;;;;;;;;;;;;;;;;;;;;;;
09/02/2017;9793.65205;3812.297549;5117.76461;5082.468096;4703.274941;5944.151154;4372.526904;8,985.78;10571.9009;4341.373101;0.000423259;0.000485311;0.003549284;0.003028185;0.001454067;0.003821392;0.001357794;0.000489667;0.000400179;0.001274524;;IMA-S;0.071;1.000;;;;;;;;;;;;;;;;;;;;;;
10/02/2017;9807.5317;3814.144984;5126.159456;5090.382827;4708.768992;5954.570553;4377.720666;8,991.41;10589.7894;4346.455042;0.001417209;0.000484599;0.001640335;0.001557261;0.001168133;0.001752883;0.001187817;0.000626397;0.00169208;0.001170584;;IMA-C;0.708;-0.026;1.000;;;;;;;;;;;;;;;;;;;;;
13/02/2017;9812.477611;3815.994229;5131.45993;5093.974525;4710.301725;5959.909098;4380.259473;8,995.65;10595.25015;4348.900521;0.000504297;0.000484839;0.001034005;0.000705585;0.000325506;0.000896546;0.000579938;0.000471565;0.000515662;0.000562638;;IMA-B;0.922;0.046;0.761;1.000;;;;;;;;;;;;;;;;;;;;
14/02/2017;9813.91033;3817.84681;5133.510441;5098.484394;4712.365636;5966.523835;4382.385535;8,999.79;10595.64368;4351.025582;0.00014601;0.000485478;0.000399596;0.000885334;0.00043817;0.001109872;0.000485374;0.000459574;3.71416E-05;0.000488643;;IMA-B5;0.914;0.061;0.729;0.896;1.000;;;;;;;;;;;;;;;;;;;
15/02/2017;9824.820817;3819.699138;5130.619899;5098.977347;4711.625921;5967.860171;4384.790164;9,005.20;10609.30196;4353.597383;0.001111737;0.000485176;-0.000563073;9.66862E-05;-0.000156973;0.000223972;0.000548703;0.000601262;0.001289047;0.000591079;;IMA-B5plus;0.896;0.042;0.727;0.993;0.846;1.000;;;;;;;;;;;;;;;;;;
16/02/2017;9808.419007;3821.55143;5121.336444;5081.536133;4705.395749;5941.255717;4377.925583;9,008.72;10584.00295;4346.822079;-0.001669426;0.000484931;-0.001809422;-0.003420532;-0.001322298;-0.004457955;-0.001565544;0.000390996;-0.002384607;-0.001556254;;IMA-Geral;0.967;0.082;0.781;0.987;0.919;0.968;1.000;0.759;0.962;1.000;;;;;;;;;;;;;;
17/02/2017;9825.543411;3823.401221;5120.753361;5088.576509;4706.377949;5952.954808;4383.119528;9,014.62;10606.49887;4352.194359;0.001745888;0.000484042;-0.000113854;0.001385482;0.000208739;0.001969128;0.001186394;0.000655373;0.002125464;0.00123591;;IRF-M1;0.779;0.276;0.610;0.696;0.764;0.645;0.759;1.000;;;;;;;;;;;;;;;;
20/02/2017;9833.950133;3825.25193;5114.066404;5090.427665;4707.586163;5955.435984;4385.369161;9,019.93;10616.55775;4354.72921;0.000855599;0.000484048;-0.001305854;0.000363787;0.000256718;0.000416797;0.000513249;0.000588676;0.00094837;0.000582431;;IRF-M1plus;0.998;0.061;0.690;0.922;0.910;0.901;0.962;0.750;1.000;;;;;;;;;;;;;;;
21/02/2017;9849.994448;3827.104223;5122.208169;5110.179622;4712.910376;5986.649478;4394.033001;9,025.55;10637.59857;4363.395925;0.001631523;0.000484228;0.001592033;0.003880216;0.001130986;0.005241177;0.001975624;0.00062309;0.001981887;0.001990185;;IMA-Geral_exC;0.968;0.086;0.765;0.987;0.919;0.969;1.000;0.758;0.964;1.000;;;;;;;;;;;;;;
22/02/2017;9857.329487;3828.954674;5128.909706;5124.986757;4717.129467;6009.906159;4399.963877;9,030.07;10646.41875;4369.292308;0.000744674;0.000483512;0.00130833;0.002897576;0.00089522;0.003884757;0.001349757;0.0005012;0.000829151;0.001351329;;;;;;;;;;;;;;;;;;;;;;;;;;
23/02/2017;9892.164736;3830.804879;5160.189067;5158.638122;4730.731362;6060.246937;4416.005863;9,037.55;10694.03328;4384.815859;0.003533944;0.000483214;0.006098637;0.006566137;0.002883511;0.0083763;0.003645936;0.000828422;0.004472352;0.003552875;;;;;;;;;;;;;;;;;;;;;;;;;;
24/02/2017;9881.375579;3832.557698;5169.452903;5154.008401;4735.407097;6049.220978;4413.96913;9,041.22;10676.83738;4382.417153;-0.001090677;0.000457559;0.001795251;-0.00089747;0.000988375;-0.001819391;-0.000461216;0.000406217;-0.00160799;-0.000547048;;Diferença ;IRF-M;IMA-S;IMA-C;IMA-B;IMA-B5;IMA-B5plus;IMA-Geral;IRF-M1;IRF-M1plus;IMA-Geral_exC;;;;;;;;;;;;;;
01/03/2017;9897.900784;3834.307773;5181.628709;5167.548499;4743.795403;6067.650522;4421.155214;9,046.48;10698.72852;4389.430344;0.001672359;0.000456634;0.002355337;0.0026271;0.001771401;0.003046598;0.001628032;0.000580838;0.00205034;0.001600302;;IRF-M;0.000;;;;;;;;;;;;;;;;;;;;;;;
02/03/2017;9882.154782;3836.056832;5169.991896;5150.425139;4741.789286;6038.956691;4414.35788;9,049.68;10674.74401;4382.799124;-0.001590843;0.00045616;-0.002245783;-0.003313633;-0.000422893;-0.004728985;-0.001537457;0.000354756;-0.002241809;-0.001510725;;IMA-S;0.006;0.000;;;;;;;;;;;;;;;;;;;;;;
03/03/2017;9911.922654;3837.810305;5181.174483;5163.223692;4752.082483;6054.896266;4423.46774;9,055.84;10715.25052;4391.827445;0.003012286;0.000457103;0.00216298;0.002484951;0.002170741;0.002639458;0.002063689;0.000680154;0.003794611;0.002059944;;IMA-C;0.005;0.024;0.000;;;;;;;;;;;;;;;;;;;;;
06/03/2017;9923.639493;3839.565804;5179.92318;5166.355349;4755.266269;6058.379936;4426.741572;9,060.86;10730.16708;4395.240455;0.001182095;0.000457422;-0.00024151;0.000606531;0.000669977;0.000575348;0.000740105;0.000554156;0.001392087;0.000777128;;IMA-B;0.001;0.007;0.004;0.000;;;;;;;;;;;;;;;;;;;;
07/03/2017;9920.908775;3841.320045;5180.399908;5168.562017;4758.537125;6060.191196;4427.49086;9,064.62;10724.74115;4395.9972;-0.000275173;0.000456885;9.20338E-05;0.000427123;0.000687839;0.000298968;0.000169264;0.000414661;-0.00050567;0.000172174;;IMA-B5;0.001;0.012;0.003;0.000;0.000;;;;;;;;;;;;;;;;;;;
08/03/2017;9906.283434;3843.072066;5171.493622;5158.197211;4758.013215;6042.390396;4422.731386;9,067.91;10702.34107;4391.378279;-0.001474194;0.000456099;-0.001719228;-0.002005356;-0.000110099;-0.002937333;-0.001074982;0.000363023;-0.002088636;-0.001050711;;IMA-B5plus;0.001;0.006;0.004;0.000;0.001;0.000;;;;;;;;;;;;;;;;;;
09/03/2017;9895.777292;3844.83298;5165.852114;5148.341535;4758.301278;6024.971606;4418.8755;9,071.55;10685.74315;4387.585943;-0.001060553;0.000458205;-0.001090886;-0.001910682;6.05427E-05;-0.002882765;-0.000871834;0.000401921;-0.001550868;-0.000863587;;IMA-Geral;0.000;0.009;0.005;0.000;0.001;0.000;0.000;;;;;;;;;;;;;;;;;
10/03/2017;9943.875684;3846.581948;5187.574267;5176.692673;4764.324914;6070.787762;4435.349194;9,080.58;10751.55652;4403.864224;0.004860497;0.000454888;0.004204951;0.005506849;0.001265922;0.007604377;0.003728029;0.00099501;0.006158989;0.003710077;;IRF-M1;0.002;0.024;0.007;0.001;0.000;0.001;0.001;0.000;;;;;;;;;;;;;;;;
13/03/2017;9955.823604;3848.336633;5191.471732;5182.324724;4768.40741;6078.082006;4439.475056;9,085.87;10766.69579;4407.99047;0.001201536;0.000456167;0.000751308;0.001087963;0.000856889;0.001201532;0.000930223;0.00058344;0.0014081;0.00093696;;IRF-M1plus;0.000;0.004;0.005;0.000;0.001;0.000;0.000;0.003;0.000;;;;;;;;;;;;;;;
14/03/2017;9932.764771;3850.093806;5177.923135;5157.402775;4765.231206;6036.480571;4429.395591;9,088.52;10732.38701;4398.038812;-0.002316115;0.000456606;-0.00260978;-0.004809029;-0.000666093;-0.0068445;-0.002270418;0.000290646;-0.003186565;-0.002257641;;IMA-Geral_exC;0.000;0.008;0.005;0.000;0.001;0.000;0.000;0.001;0.000;0.000;;;;;;;;;;;;;;
15/03/2017;9962.767478;3851.860001;5189.375772;5179.068601;4774.902272;6068.31935;4440.879657;9,094.39;10773.34486;4409.504628;0.00302058;0.000458741;0.002211821;0.004200918;0.002029506;0.005274394;0.002592694;0.000645943;0.003816285;0.002607029;;;;;;;;;;;;;;;;;;;;;;;;;;
16/03/2017;9958.667186;3853.619606;5196.389921;5184.220031;4777.663497;6075.573574;4442.394476;9,097.18;10766.32566;4410.841728;-0.000411562;0.00045682;0.001351636;0.000994663;0.000578279;0.001195426;0.000341108;0.000306862;-0.000651534;0.000303231;;;;;;;;;;;;;;;;;;;;;;;;;;
17/03/2017;9965.843005;3855.381265;5205.160842;5197.856294;4784.384245;6095.136676;4448.022094;9,100.72;10775.27693;4416.359684;0.00072056;0.000457144;0.001687887;0.00263034;0.001406702;0.00321996;0.001266798;0.000389007;0.000831414;0.001250998;;;;;;;;;;;;;;;;;;;;;;;;;;
20/03/2017;9967.309397;3857.149359;5200.055344;5196.190939;4784.33101;6092.277171;4448.26063;9,104.45;10775.91304;4416.768018;0.000147142;0.000458604;-0.000980853;-0.000320393;-1.11268E-05;-0.000469145;5.36274E-05;0.000410779;5.90344E-05;9.24594E-05;;;;;;;;;;;;;;;;;;;;;;;;;;
21/03/2017;9984.330844;3858.915495;5210.156979;5202.469104;4786.972493;6101.561502;4453.572576;9,109.56;10798.44574;4421.918403;0.001707727;0.000457886;0.001942601;0.001208224;0.000552111;0.001523951;0.001194162;0.00056122;0.002091024;0.001166098;;;;;;;;;;;;;;;;;;;;;;;;;;
22/03/2017;9975.29503;3860.683592;5209.859266;5196.88846;4787.577229;6091.499362;4451.233891;9,113.50;10783.85239;4419.518684;-0.000904999;0.000458185;-5.71409E-05;-0.001072691;0.00012633;-0.001649109;-0.000525126;0.000432393;-0.00135143;-0.000542687;;;;;;;;;;;;;;;;;;;;;;;;;;
23/03/2017;9976.878124;3862.454062;5203.372533;5178.154484;4787.974145;6058.72193;4446.939763;9,116.86;10784.80607;4415.301676;0.000158701;0.00045859;-0.001245088;-0.003604845;8.29054E-05;-0.005380848;-0.000964705;0.000368825;8.84357E-05;-0.000954178;;;;;;;;;;;;;;;;;;;;;;;;;;
24/03/2017;10010.03424;3864.231146;5212.236402;5201.093324;4799.625151;6091.419217;4459.217514;9,122.92;10830.24127;4427.667321;0.003323295;0.000460092;0.001703485;0.004429926;0.002433389;0.00539673;0.002760944;0.000663792;0.00421289;0.002800634;;;;;;;;;;;;;;;;;;;;;;;;;;
27/03/2017;10019.69428;3866.002493;5218.908586;5213.857887;4806.148981;6109.589155;4464.953327;9,128.55;10841.94863;4433.363578;0.000965036;0.000458396;0.0012801;0.002454208;0.001359237;0.002982874;0.001286282;0.00061716;0.001080988;0.001286514;;;;;;;;;;;;;;;;;;;;;;;;;;
28/03/2017;10009.75462;3867.780216;5215.109213;5200.206602;4801.277899;6088.86656;4460.231802;9,132.17;10826.17542;4428.620696;-0.000992012;0.000459835;-0.000728001;-0.002618269;-0.00101351;-0.003391815;-0.001057463;0.00039717;-0.001454832;-0.001069816;;;;;;;;;;;;;;;;;;;;;;;;;;
29/03/2017;10021.78479;3869.560267;5217.363383;5206.837147;4804.420815;6098.455593;4464.59508;9,136.46;10841.83436;4433.043743;0.001201845;0.000460225;0.000432238;0.001275054;0.0006546;0.001574847;0.000978263;0.000469166;0.001446396;0.000998741;;;;;;;;;;;;;;;;;;;;;;;;;;
30/03/2017;10024.70553;3871.334852;5218.101455;5199.04381;4797.047088;6089.439681;4463.631689;9,138.75;10845.14105;4432.027797;0.000291439;0.000458601;0.000141465;-0.001496751;-0.00153478;-0.001478393;-0.000215785;0.000250787;0.000304994;-0.000229176;;;;;;;;;;;;;;;;;;;;;;;;;;
31/03/2017;10030.00892;3873.115706;5224.025693;5207.857596;4801.273426;6102.156342;4467.60214;9,142.86;10851.16485;4435.929284;0.000529032;0.00046001;0.001135324;0.001695271;0.000881029;0.002088314;0.000889511;0.00044984;0.000555437;0.000880294;;;;;;;;;;;;;;;;;;;;;;;;;;
03/04/2017;10043.50325;3874.89524;5226.644817;5211.750658;4803.795408;6107.371828;4471.48909;9,148.04;10868.58262;4439.850017;0.001345396;0.000459458;0.000501361;0.000747536;0.000525274;0.000854696;0.00087003;0.000566281;0.001605152;0.000883858;;;;;;;;;;;;;;;;;;;;;;;;;;
04/04/2017;10058.97171;3876.67209;5226.962304;5208.627257;4805.731228;6100.761404;4473.729888;9,153.06;10889.13061;4442.147213;0.001540145;0.000458554;6.07439E-05;-0.0005993;0.000402977;-0.001082368;0.00050113;0.000549279;0.001890586;0.000517404;;;;;;;;;;;;;;;;;;;;;;;;;;
05/04/2017;10055.52438;3878.456154;5228.538955;5199.937421;4808.813031;6083.78186;4471.564086;9,158.47;10881.80694;4439.867775;-0.000342712;0.000460205;0.000301638;-0.001668354;0.000641277;-0.002783184;-0.000484116;0.0005912;-0.000672567;-0.000513139;;;;;;;;;;;;;;;;;;;;;;;;;;
06/04/2017;10027.08799;3880.247133;5209.700468;5170.356197;4802.985774;6035.980563;4459.327425;9,159.96;10839.52499;4427.860063;-0.002827937;0.000461776;-0.003603012;-0.005688765;-0.001211787;-0.007857168;-0.002736551;0.000162717;-0.003885564;-0.00270452;;;;;;;;;;;;;;;;;;;;;;;;;;
07/04/2017;10044.31421;3882.03084;5210.445004;5182.93558;4808.965674;6054.162208;4466.007508;9,165.32;10862.50848;4434.714615;0.001717969;0.000459689;0.000142913;0.002432982;0.001245038;0.003012211;0.001498002;0.000584784;0.002120341;0.001548051;;;;;;;;;;;;;;;;;;;;;;;;;;
10/04/2017;10075.8887;3883.81519;5221.154299;5203.556566;4816.17705;6085.554641;4477.373899;9,173.96;10905.13099;4446.081465;0.003143518;0.000459643;0.002055351;0.003978631;0.001499569;0.005185265;0.00254509;0.000942619;0.003923819;0.002563153;;;;;;;;;;;;;;;;;;;;;;;;;;
11/04/2017;10074.66713;3885.596323;5212.358755;5198.956268;4816.899585;6077.122828;4476.321256;9,179.76;10900.90371;4445.273746;-0.000121236;0.000458604;-0.001684598;-0.000884068;0.000150023;-0.001385546;-0.000235103;0.00063242;-0.000387642;-0.00018167;;;;;;;;;;;;;;;;;;;;;;;;;;
12/04/2017;10066.71598;3887.381568;5215.741473;5208.207452;4816.98776;6093.134796;4478.24034;9,181.99;10888.31729;4447.143481;-0.000789222;0.000459452;0.00064898;0.001779431;1.83053E-05;0.002634794;0.000428719;0.000243432;-0.001154622;0.000420612;;;;;;;;;;;;;;;;;;;;;;;;;;
13/04/2017;10056.91472;3889.170358;5207.099298;5197.780987;4815.440312;6075.975969;4474.305864;9,184.98;10872.70432;4443.363765;-0.000973631;0.000460153;-0.001656941;-0.00200193;-0.000321248;-0.002816092;-0.000878576;0.000325369;-0.001433919;-0.00084992;;;;;;;;;;;;;;;;;;;;;;;;;;
17/04/2017;10068.83577;3890.814405;5206.887661;5203.162146;4818.687899;6083.331126;4478.171829;9,189.35;10888.33264;4447.35087;0.001185359;0.000422724;-4.06439E-05;0.00103528;0.000674411;0.001210531;0.000864037;0.000475341;0.00143739;0.000897317;;;;;;;;;;;;;;;;;;;;;;;;;;
18/04/2017;10083.04071;3892.463237;5210.758916;5218.958893;4825.931484;6106.264694;4485.292391;9,197.33;10905.78853;4454.560395;0.001410783;0.000423776;0.000743487;0.00303599;0.001503228;0.003769903;0.00159006;0.00086826;0.001603174;0.001621083;;;;;;;;;;;;;;;;;;;;;;;;;;
19/04/2017;10077.2614;3894.108104;5207.753877;5212.587043;4828.044018;6093.970939;4483.173938;9,200.38;10896.03852;4452.473482;-0.000573171;0.000422577;-0.000576699;-0.001220904;0.000437746;-0.002013302;-0.000472311;0.000332255;-0.000894022;-0.000468489;;;;;;;;;;;;;;;;;;;;;;;;;;
20/04/2017;10078.75906;3895.75179;5192.128457;5204.68872;4827.986417;6080.349759;4481.407896;9,203.83;10896.78596;4451.144397;0.000148618;0.000422096;-0.003000414;-0.001515241;-1.19305E-05;-0.00223519;-0.000393927;0.000374158;6.85968E-05;-0.000298505;;;;;;;;;;;;;;;;;;;;;;;;;;
24/04/2017;10090.28022;3897.400536;5187.9507;5205.596806;4830.622639;6080.326271;4483.905469;9,209.21;10911.39911;4453.846438;0.001143112;0.000423216;-0.000804633;0.000174475;0.000546029;-3.86294E-06;0.000557319;0.00058539;0.001341052;0.000607044;;;;;;;;;;;;;;;;;;;;;;;;;;
