Date;YEAR;MONTH;ANBIMA366_TJTLN12366;ANBIMA366_TJTLN1366;ANBIMA366_TJTLN3366;ANBIMA366_TJTLN6366;BMF366_FUT1DOL366;BMF366_FUT3DOL366;BMF366_FUT3DOLV366;EIA366_PBRENT366;EIA366_PWTI366;GM366_DOW366;GM366_ERTUR366;GM366_ERV366;GM366_ERVV366;GM366_EUROV366;GM366_IBVSP366;GM366_IBVSPV366;SGS366_NASDAQ366;VALOR366_FEDFUND366;IRF-M;IMA-S;IMA-C;IMA-B;IMA-B5;IMA-B5plus;IMA-Geral;IRF-M1;IRF-M1plus;IMA-Geral_exC
2017-09-05;2017;9;7.5967;8.2146;7.8306;7.5574;3.130092;3.155;0.718947964139693;53.63;48.63;21753.0;3.24;3.1203;0.447025864513954;3.7172;72150.0;0.772991495238983;;1.125;10624.746602;4045.947454;5299.319401;5442.521328;5071.206879;6354.840729;4685.944801;9582.577294;11537.160301;4658.612038
2017-09-06;2017;9;7.5996;8.2914;7.8757;7.5727;3.149254;0.0;;52.6;49.13;;3.26;3.1133;0.447399178396178;3.7182;73412.0;0.829832731376489;6393.0;1.125;10657.410928;4047.359149;5314.153268;5461.678465;5077.003389;6388.174226;4696.929966;9589.29876;11581.813106;4669.469758
2017-09-07;2017;9;7.5967;8.2146;7.8306;7.5574;3.130092;3.155;0.567312331773989;53.63;48.63;;3.24;;;;;;;1.125;;;;;;;;;;
2017-09-08;2017;9;7.4428;8.1897;7.7577;7.4392;3.120088;0.0;;54.48;49.13;21798.0;3.23;3.0908;0.457422819224897;3.7216;73078.0;0.835392379082101;6360.0;1.125;10671.233416;4048.775563;5329.724186;5485.087751;5082.473025;6430.374242;4705.876797;9593.575296;11600.130305;4678.221066
2017-09-09;2017;9;0.0;0.0;0.0;0.0;0.0;0.0;;54.16;49.1;;0.0;;;;;;;1.125;;;;;;;;;;
2017-09-10;2017;9;7.4217;8.1388;7.718;7.4099;3.098489;0.0;;54.55;47.44;;3.22;;;;;;;1.125;;;;;;;;;;
2017-09-11;2017;9;7.4764;8.0833;7.6972;7.4257;3.097018;0.0;;54.2;48.06;22057.0;3.23;3.0852;0.451245593530639;3.6918;74319.0;0.820365482570249;;1.125;10655.735432;4050.048195;5336.830912;5478.904311;5075.999107;6423.802295;4702.443772;9595.864053;11576.731946;4674.519205
2017-09-12;2017;9;7.4359;8.0888;7.6726;7.381;3.125542;0.0;;55.06;48.21;22119.0;3.25;3.1144;0.490708761005847;3.7276;74538.0;0.821414789725681;6454.0;1.125;10653.129837;4051.317975;5332.028823;5469.076644;5071.588527;6408.009298;4699.932092;9599.96418;11571.297617;4672.073739
2017-09-13;2017;9;7.4764;8.0833;7.6972;7.4257;3.097018;3.17;0.434544898074423;54.2;48.06;22158.0;3.23;3.1343;0.492847950077928;3.7295;74787.0;0.796432529580509;6460.0;1.125;10659.116531;4052.590851;5335.45231;5469.791551;5072.571381;6408.555925;4701.641794;9603.453895;11578.569705;4673.734302
2017-09-14;2017;9;7.4359;8.0888;7.6726;7.381;3.125542;0.0;;55.06;48.21;22203.0;3.25;3.1354;0.486879198274638;3.7274;74656.0;0.804494999963888;6429.0;1.125;10682.189854;4053.859541;5339.341853;5475.40137;5078.59124;6414.384933;4707.381616;9607.783005;11610.280539;4679.50903
2017-09-15;2017;9;7.3968;8.0858;7.6522;7.3467;3.139726;3.17;0.390551799778178;55.52;49.3;22268.0;3.26;3.1255;0.448180268125776;3.7381;75756.0;0.835690604641056;6448.0;1.125;10679.460488;4055.147316;5340.887082;5470.889112;5077.747569;6406.05906;4706.32644;9611.199427;11604.94285;4678.388025
2017-09-16;2017;9;7.3478;8.0623;7.6215;7.3085;3.138514;0.0;;56.76;49.86;;3.24;;;;;;;1.125;;;;;;;;;;
2017-09-17;2017;9;7.3145;8.0857;7.6197;7.2839;3.129933;0.0;;56.18;49.9;;3.23;;;;;;;1.125;;;;;;;;;;
2017-09-18;2017;9;7.2543;8.0758;7.5884;7.2337;3.131886;3.160231;0.390743469982934;55.5;49.88;22331.0;3.25;3.1239;0.446879525696412;3.7299;75990.0;0.775427790912634;6455.0;1.125;10690.615562;4056.417767;5343.443891;5474.025987;5078.030678;6412.129805;4709.459815;9615.457905;11619.399259;4681.529021
2017-09-19;2017;9;7.193;8.0571;7.5554;7.1865;3.138189;3.165692;0.39581123754064;56.58;49.54;22371.0;3.25;3.1323;0.450079155395746;3.7528;75974.0;0.773658548842697;6461.0;1.125;10707.390808;4057.694923;5349.319068;5482.989858;5082.170163;6426.43927;4715.043884;9619.548686;11642.073349;4687.092062
2017-09-20;2017;9;7.2543;8.0758;7.5884;7.2337;3.131886;3.160231;0.393601887186846;55.5;49.88;22413.0;3.25;3.1281;0.427903554147801;3.7531;76004.0;0.768393947294123;6456.0;1.125;10721.156307;4058.976659;5357.642482;5488.202074;5087.819575;6431.801936;4719.271008;9622.648516;11660.783135;4691.201536
2017-09-21;2017;9;7.193;8.0571;7.5554;7.1865;3.138189;3.165692;0.342300215109264;56.58;49.54;22359.0;3.25;3.1347;0.424762845003463;3.7453;75604.0;0.717019983850271;6423.0;1.125;10745.311739;4060.279471;5368.523609;5504.679696;5096.187114;6457.414285;4728.061854;9626.615816;11694.209286;4699.916442
2017-09-22;2017;9;7.1831;8.0253;7.5407;7.1824;3.132536;3.16094;0.342788750351786;57.2;50.29;22350.0;3.25;3.1285;0.425293698259524;3.7445;75389.0;0.72713752466182;6427.0;1.125;10746.734515;4061.581264;5377.213364;5506.914679;5099.915945;6458.52206;4729.539657;9629.729608;11695.014943;4701.201407
2017-09-23;2017;9;7.1244;8.0036;7.5168;7.1493;3.14087;3.162759;0.334641691471299;57.73;50.58;;3.26;;;;;;;1.125;;;;;;;;;;
2017-09-24;2017;9;7.1027;8.0009;7.5027;7.1269;3.131427;3.154;0.32834912481064;58.16;50.33;;3.24;;;;;;;1.125;;;;;;;;;;
2017-09-25;2017;9;7.1267;7.9968;7.4967;7.1265;3.147718;3.178891;0.36788551838285;59.42;51.85;22296.0;3.27;3.1412;0.421061990498008;3.723;74443.0;0.790230894586284;6371.0;1.125;10726.746283;4062.884283;5378.353278;5503.996215;5104.207014;6448.719268;4726.029014;9632.304983;11664.989407;4697.577117
2017-09-26;2017;9;7.0949;7.9664;7.4737;7.1054;3.167217;3.194696;0.377721400197565;59.77;51.59;22284.0;3.28;3.1674;0.457181340747468;3.7287;74318.0;0.792059751699884;6380.0;1.125;10743.569768;4064.176279;5392.070277;5518.700274;5117.062297;6466.659385;4733.244376;9635.698122;11688.0152;4704.60453
2017-09-27;2017;9;7.1267;7.9968;7.4967;7.1265;3.147718;3.178891;0.388120457433213;59.42;51.85;22341.0;3.27;3.1932;0.484398566398028;3.7517;73796.0;0.815002580136703;6453.0;1.125;10729.520418;4065.519483;5389.827036;5512.394705;5117.077154;6453.923622;4729.802625;9638.029203;11666.700448;4701.139572
2017-09-28;2017;9;7.0949;7.9664;7.4737;7.1054;3.167217;3.194696;0.391039821018362;59.77;51.59;22381.0;3.28;3.1871;0.479841614338017;3.7528;73567.0;0.819616963797118;6453.0;1.125;10740.363328;4066.816496;5391.93491;5511.889991;5116.911725;6453.056213;4731.983767;9640.986352;11681.229739;4703.317408
2017-09-29;2017;9;7.1392;7.9403;7.4687;7.1232;3.191267;3.217875;0.41727610628831;58.74;52.14;22405.0;3.31;3.168;0.49737496306581;3.743;74293.0;0.819046981553209;6453.0;1.125;10754.865429;4068.131141;5392.250517;5513.042326;5117.058233;6455.247531;4735.136486;9644.45464;11700.858886;4706.537035
2017-09-30;2017;9;7.1234;7.9507;7.4633;7.1071;3.187144;3.215056;0.406427460482731;58.8;51.62;;3.3;;;;;;;1.125;;;;;;;;;;
2017-10-01;2017;10;7.0926;7.9334;7.4431;7.0829;3.175873;3.190232;0.440005271621611;57.02;51.67;;3.27;;;;;;;1.125;;;;;;;;;;
2017-10-02;2017;10;7.0817;7.8731;7.4018;7.0588;3.175068;3.1915;0.437395095238898;55.67;50.59;22558.0;3.27;3.1642;0.483156180298291;3.717;74359.0;0.816895207082538;6517.0;1.125;10758.746522;4069.437966;5399.66185;5518.560731;5120.057255;6463.645741;4737.798365;9647.86393;11705.110069;4709.067872
2017-10-03;2017;10;7.1138;7.8486;7.3872;7.0603;3.162844;3.1795;0.442622689792481;56.12;50.44;22642.0;3.26;3.1502;0.48334799432837;3.7043;76762.0;1.00603292326319;6532.0;1.125;10744.597258;4070.729556;5393.687431;5510.950736;5115.605198;6452.353015;4733.961804;9649.676496;11683.88503;4705.296702
2017-10-04;2017;10;7.0817;7.8731;7.4018;7.0588;3.175068;3.1915;0.444589369412989;55.67;50.59;22662.0;3.27;3.1315;0.500311185144023;3.6833;76591.0;1.01275121392337;6535.0;1.125;10744.888721;4072.033589;5395.918631;5514.925642;5117.099088;6459.01007;4735.539054;9652.378686;11683.220613;4706.852984
2017-10-05;2017;10;7.1138;7.8486;7.3872;7.0603;3.162844;3.1795;0.412202154413419;56.12;50.44;22775.0;3.26;3.1347;0.482493030992774;3.6698;76617.0;1.01270806523357;6535.0;1.125;10720.510391;4073.379083;5387.331634;5501.847757;5112.873618;6436.478545;4728.65622;9654.68675;11646.978831;4700.031417
2017-10-06;2017;10;7.1227;7.8406;7.3781;7.0548;3.142839;3.207;0.449505841448042;56.0;50.0;22774.0;3.25;3.1648;0.519649455215523;3.7136;76054.0;0.979076914035885;6590.0;1.125;10748.385976;4074.725903;5395.126714;5531.526373;5128.919804;6481.720705;4741.214038;9657.553411;11686.20573;4712.684461
2017-10-07;2017;10;7.1538;7.8279;7.3625;7.0481;3.149912;0.0;;57.09;50.79;;3.27;;;;;;;1.125;;;;;;;;;;
2017-10-08;2017;10;7.1506;7.8042;7.3547;7.0507;3.174445;3.207;0.440413049687708;55.5;49.34;;3.27;;;;;;;1.125;;;;;;;;;;
2017-10-09;2017;10;7.1472;7.8311;7.3585;7.0397;3.189352;3.211;0.44047104050558;55.29;49.58;22761.0;3.3;3.177;0.489413225479741;3.7308;75726.0;0.978331547268965;6580.0;1.125;10737.157082;4076.031306;5401.693793;5523.532677;5126.645914;6467.666823;4738.075651;9660.222032;11668.866801;4709.298353
2017-10-10;2017;10;7.1223;7.798;7.3432;7.0307;3.181235;3.21697;0.432861844712517;56.62;50.93;22831.0;3.3;3.1688;0.492154599310583;3.7411;76897.0;0.967248803389806;6587.0;1.125;10752.25756;4077.323818;5410.219363;5533.032803;5133.720829;6480.380448;4743.555621;9663.69488;11689.344335;4714.685134
2017-10-11;2017;10;7.1472;7.8311;7.3585;7.0397;3.189352;3.211;0.436274274629728;55.29;49.58;22873.0;3.3;3.1639;0.45841530808159;3.7483;76659.0;0.972105010749369;6604.0;1.125;10753.461039;4078.617813;5411.662755;5528.411537;5134.805993;6470.066591;4743.109767;9667.211953;11689.673349;4714.190664
2017-10-12;2017;10;7.1223;7.798;7.3432;7.0307;3.181235;3.21697;0.433403676828174;56.62;50.93;;3.3;;;;;;;1.125;;;;;;;;;;
2017-10-13;2017;10;7.1059;7.7733;7.3218;7.012;3.175812;3.205;0.444083524841909;56.13;51.3;22872.0;3.29;3.1572;0.443583088968728;3.7372;76989.0;0.973317784757093;6614.0;1.125;10759.338576;4079.912384;5413.871966;5530.771828;5137.853347;6472.048853;4745.172804;9670.729416;11696.772893;4716.244925
2017-10-14;2017;10;0.0;0.0;0.0;0.0;0.0;0.0;;56.13;50.61;;0.0;;;;;;;1.125;;;;;;;;;;
2017-10-15;2017;10;7.0845;7.7677;7.3082;6.992;3.16602;3.185015;0.466797653074505;56.86;51.43;;3.27;;;;;;;1.125;;;;;;;;;;
2017-10-16;2017;10;7.0986;7.7699;7.3086;6.9943;3.170247;3.1985;0.474366806533489;57.49;51.86;22957.0;3.29;3.1607;0.443894242541356;3.7296;76891.0;0.972601600449927;6624.0;1.125;10751.109402;4081.206047;5412.747642;5525.946638;5134.804763;6465.094497;4743.102542;9672.705556;11684.057724;4714.154737
2017-10-17;2017;10;7.0844;7.7314;7.2819;6.9773;3.180511;3.209794;0.47230919914188;57.63;51.87;22997.0;3.29;3.1769;0.447562746075546;3.7335;76201.0;0.94842598184579;6618.0;1.125;10770.384182;4082.531802;5418.549605;5538.366375;5141.001947;6484.530064;4749.924198;9676.139481;11710.597667;4720.986849
2017-10-18;2017;10;7.0986;7.7699;7.3086;6.9943;3.170247;3.1985;0.45256147969644;57.49;51.86;23158.0;3.29;3.1673;0.454492357705901;3.7311;76591.0;0.952431411035016;6624.0;1.125;10777.389931;4083.797787;5423.662126;5542.118016;5143.689649;6489.652193;4752.579269;9678.983497;11719.602312;4723.571004
2017-10-19;2017;10;7.0844;7.7314;7.2819;6.9773;3.180511;3.209794;0.446202471551074;57.63;51.87;23163.0;3.29;3.1732;0.453006545927232;3.7615;76283.0;0.957239305260136;6605.0;1.125;10796.978999;4085.079444;5436.684015;5552.33477;5150.055828;6504.476137;4759.069085;9682.651705;11746.503311;4729.873682
2017-10-20;2017;10;7.0912;7.6918;7.2617;6.9743;3.174551;3.204748;0.432437835976387;58.05;52.05;23329.0;3.28;3.1833;0.453966663087599;3.7528;76390.0;0.957597393493834;6629.0;1.125;10795.837728;4086.3537;5442.974616;5560.334952;5153.227786;6517.748262;4761.519332;9685.159449;11743.841674;4732.217175
2017-10-21;2017;10;7.0736;7.6604;7.2343;6.9535;3.178657;3.199544;0.42134586770441;57.82;51.29;;3.3;;;;;;;1.125;;;;;;;;;;
2017-10-22;2017;10;7.0846;7.6462;7.2217;6.9473;3.190079;3.210792;0.396860212173909;57.89;51.63;;3.31;;;;;;;1.125;;;;;;;;;;
2017-10-23;2017;10;7.1;7.6134;7.2036;6.9448;3.215282;3.2445;0.458023314040589;57.69;51.91;23274.0;3.35;3.2003;0.46381137989963;3.7597;75413.0;0.993164147949699;6587.0;1.125;10790.160562;4087.655612;5431.616489;5547.217829;5153.473369;6490.987733;4757.521022;9687.975141;11734.485655;4728.421783
2017-10-24;2017;10;7.1156;7.5886;7.1883;6.942;3.251716;3.2755;0.458663309609415;57.84;52.32;23442.0;3.36;3.247;0.543507664045494;3.8191;76350.0;1.02707994371319;6598.0;1.125;10788.671188;4088.953493;5419.992235;5529.0896;5152.95233;6454.793787;4752.929653;9690.304379;11731.391549;4724.026164
2017-10-25;2017;10;7.1;7.6134;7.2036;6.9448;3.215282;3.2445;0.515376262362536;57.69;51.91;23329.0;3.35;3.2387;0.54875559902145;3.8256;76671.0;0.98340217492074;6564.0;1.125;10802.636471;4090.247934;5418.29407;5534.41377;5154.432285;6464.205702;4756.924921;9694.103288;11750.09356;4728.161435
2017-10-26;2017;10;7.1156;7.5886;7.1883;6.942;3.251716;3.2755;0.53769984195432;57.84;52.32;23401.0;3.36;3.2444;0.526015655292267;3.7979;75896.0;1.01364251650812;;1.125;10761.445525;4091.54102;5404.694672;5500.591246;5138.411763;6410.491098;4742.017123;9693.952995;11690.486145;4713.254957
2017-10-27;2017;10;7.0908;7.5549;7.1635;6.9221;3.244999;3.282954;0.535417840805537;58.45;51.97;23434.0;3.36;3.2801;0.547939082955511;3.7987;75975.0;0.996754475477069;6701.0;1.125;10772.598453;4092.724019;5395.657032;5505.614637;5141.844084;6417.502364;4745.258723;9697.840229;11705.078751;4716.811377
2017-10-28;2017;10;7.1979;7.515;7.1489;6.9495;3.261991;3.30575;0.535183538242122;58.75;52.41;;3.41;;;;;;;1.125;;;;;;;;;;
2017-10-29;2017;10;7.1481;7.5411;7.1469;6.9206;3.275534;3.2905;0.529528002512735;60.15;53.92;;3.36;;;;;;;1.125;;;;;;;;;;
2017-10-30;2017;10;7.169;7.5426;7.1432;6.9194;3.2599;3.292;0.529094492002978;60.65;54.11;23349.0;3.39;3.2547;0.579052423096189;3.7816;74800.0;1.0600672429443;6699.0;1.125;10762.164436;4093.901245;5380.456921;5491.597578;5137.62979;6393.015306;4740.131289;9700.127622;11689.044558;4711.960832
2017-10-31;2017;10;7.1194;7.5305;7.1231;6.8868;3.277;3.2997;0.529629489576277;61.35;54.36;23377.0;3.4;3.2769;0.568887219403273;3.814;74308.0;1.05065532895465;6728.0;1.125;10765.893854;4095.077237;5378.495053;5491.995649;5141.821564;6389.972702;4741.209782;9704.267993;11692.781919;4713.116614
2017-11-01;2017;11;7.169;7.5426;7.1432;6.9194;3.2599;3.292;0.535289000076687;60.65;54.11;23435.0;3.39;3.2736;0.56842681867656;3.8082;73823.0;1.06003642861882;6717.0;1.125;10751.718639;4096.249941;5377.704793;5468.696304;5134.771696;6349.311118;4733.531462;9707.15316;11671.087967;4705.275726
2017-11-02;2017;11;7.1194;7.5305;7.1231;6.8868;3.277;3.2997;0.531521618050573;61.35;54.36;;3.4;;;;;;;1.125;;;;;;;;;;
2017-11-03;2017;11;7.1206;7.5368;7.1116;6.8687;3.284277;3.33825;0.577336811466888;60.98;54.32;23539.0;3.4;3.292;0.557078407752718;3.822;73915.0;0.765447863343781;6764.0;1.125;10723.037047;4097.422735;5364.624767;5441.994689;5128.249894;6301.282217;4722.401624;9709.266613;11629.362623;4694.223614
2017-11-04;2017;11;0.0;0.0;0.0;0.0;0.0;0.0;;60.79;54.55;;0.0;;;;;;;1.125;;;;;;;;;;
2017-11-05;2017;11;7.1447;7.544;7.1094;6.8662;3.303567;3.33825;0.565216118222808;61.42;55.63;;3.43;;;;;;;1.125;;;;;;;;;;
2017-11-06;2017;11;7.1427;7.4991;7.0941;6.8715;3.289698;0.0;;64.27;57.34;23548.0;3.39;3.2851;0.535140886100555;3.8064;74310.0;0.780942779615804;6786.0;1.125;10753.109925;4098.597543;5359.945342;5462.881535;5139.518657;6333.190702;4732.735836;9712.201559;11671.164198;4704.921703
2017-11-07;2017;11;7.1522;7.4968;7.0842;6.8624;3.283261;0.0;;64.36;57.19;23557.0;3.41;3.2733;0.549867850627153;3.7902;72414.0;0.943288908677116;6768.0;1.125;10745.529678;4099.764491;5343.772232;5455.842607;5140.408629;6318.134446;4729.79234;9714.759422;11659.380603;4702.328276
2017-11-08;2017;11;7.1427;7.4991;7.0941;6.8715;3.289698;0.0;;64.27;57.34;23563.0;3.39;3.2509;0.554691348230531;3.771;74363.0;1.13094375650181;6789.0;1.125;10760.943307;4100.926899;5346.400881;5465.145622;5144.854387;6332.872822;4735.076489;9718.306907;11680.033067;4707.668343
2017-11-09;2017;11;7.1522;7.4968;7.0842;6.8624;3.283261;3.277;0.701126025214288;64.36;57.19;23462.0;3.41;3.2515;0.551960514032554;3.7828;72930.0;1.1988941314929;6750.0;1.125;10761.751192;4102.09198;5350.889437;5465.44071;5144.168344;6334.099526;4735.822682;9720.778043;11680.251407;4708.315721
2017-11-10;2017;11;7.1262;7.4569;7.0631;6.8505;3.261979;0.0;;63.96;56.82;23422.0;3.39;3.2661;0.549882699912165;3.8102;72165.0;1.14580264161266;6751.0;1.125;10738.350626;4103.254225;5343.223657;5446.463941;5134.183006;6304.876874;4727.587142;9723.658691;11645.771522;4700.085527
2017-11-11;2017;11;7.1608;7.4152;7.0429;6.856;3.261163;3.277;0.698538255242023;64.49;57.16;;3.39;;;;;;;1.125;;;;;;;;;;
2017-11-12;2017;11;7.1753;7.4013;7.0209;6.8377;3.275934;0.0;;64.35;56.75;;3.41;;;;;;;1.125;;;;;;;;;;
2017-11-13;2017;11;7.1583;7.387;7.0005;6.8146;3.29641;3.32895;0.766681906411419;62.94;56.77;23440.0;3.43;3.2873;0.555901657601845;3.8333;72475.0;1.15684324930949;6758.0;1.125;10731.410518;4104.417635;5337.973424;5439.850593;5133.451681;6292.169825;4725.12754;9727.041691;11634.58933;4697.704258
2017-11-14;2017;11;7.1647;7.3861;6.9933;6.8071;3.298381;0.0;;60.91;55.67;23409.0;3.44;3.2834;0.552959359084342;3.859;70826.0;1.2260364931999;6738.0;1.125;10715.396518;4105.580774;5333.140702;5429.035349;5131.671917;6271.925034;4720.173503;9729.627179;11610.761051;4692.759177
2017-11-15;2017;11;7.1583;7.387;7.0005;6.8146;3.29641;3.32895;0.758402986292813;62.94;56.77;;3.43;;;;;;;1.125;;;;;;;;;;
2017-11-16;2017;11;7.1647;7.3861;6.9933;6.8071;3.298381;0.0;;60.91;55.67;23458.0;3.44;3.2808;0.555809718426456;3.8648;72511.0;1.36477652792221;6793.0;1.125;10743.195537;4106.744355;5339.697014;5455.660346;5139.75874;6318.362315;4731.836792;9732.476415;11649.350437;4704.526341
2017-11-17;2017;11;7.1082;7.3544;6.9801;6.7927;3.277885;3.290833;0.811492277764838;61.25;55.28;23358.0;0.0;3.2788;0.552652339692543;3.8677;73437.0;1.39710436186314;6783.0;1.125;10766.888589;4107.908795;5362.441203;5475.402647;5150.480546;6348.493748;4741.532;9736.293447;11681.714996;4713.859028
2017-11-18;2017;11;7.1547;7.3615;6.9883;6.8114;3.287997;0.0;;61.18;55.14;;3.41;;;;;;;1.125;;;;;;;;;;
2017-11-19;2017;11;7.1082;7.3544;6.9801;6.7927;3.277885;3.290833;0.809540063961444;61.34;56.21;;0.0;;;;;;;1.125;;;;;;;;;;
2017-11-20;2017;11;7.1131;7.3418;6.9748;6.7937;0.0;0.0;;61.34;56.21;23430.0;3.39;3.2623;0.56259142146084;3.8361;;0.0;6791.0;1.125;10770.327198;4109.073438;5364.049005;5477.657361;5152.446511;6351.250941;4743.113563;9738.906885;11685.633343;4715.436058
2017-11-21;2017;11;7.0949;7.3214;6.9576;6.7778;3.258088;3.281;0.81252283403104;62.28;56.84;23591.0;3.38;3.2591;0.564859856204327;3.8255;74594.0;1.44115759585494;6862.0;1.125;10787.978402;4110.237662;5390.103132;5499.227867;5159.776455;6388.217814;4752.362409;9741.992462;11709.6533;4724.225911
2017-11-22;2017;11;7.1131;7.3418;6.9748;6.7937;3.248023;3.26275;0.823713785960197;61.34;56.21;23526.0;3.39;3.2561;0.565026277099578;3.835;74518.0;1.4397595829022;6867.0;1.125;10789.540053;4111.405546;5404.053217;5493.493387;5158.984618;6377.323013;4751.992152;9745.212353;11710.664065;4723.484624
2017-11-23;2017;11;7.0949;7.3214;6.9576;6.7778;3.258088;3.281;0.801674381486758;62.28;56.84;;3.38;3.2371;0.575548944427688;3.835;74486.0;1.43871344777204;;1.125;10805.211765;4112.574125;5415.654705;5498.728762;5161.757217;6385.378633;4756.543452;9749.523798;11731.395905;4727.841732
2017-11-24;2017;11;7.0919;7.2956;6.9362;6.7637;3.248023;3.26275;0.784628877070845;62.92;57.88;23558.0;3.36;3.23;0.480819953060336;3.8502;74157.0;1.41608655641883;6889.0;1.125;10795.53832;4113.740216;5414.515214;5486.642279;5159.657096;6362.813597;4752.40876;9752.245904;11716.563389;4723.639317
2017-11-25;2017;11;7.0301;7.2749;6.9076;6.7223;3.233934;0.0;;63.27;0.0;;3.35;;;;;;;1.125;;;;;;;;;;
2017-11-26;2017;11;7.0298;7.2765;6.9039;6.7159;3.230844;0.0;;63.58;58.94;;3.36;;;;;;;1.125;;;;;;;;;;
2017-11-27;2017;11;7.0039;7.2632;6.8937;6.7014;3.222713;3.24;0.771508335571534;63.25;58.1;23581.0;3.35;3.2218;0.480777953249045;3.8465;74058.0;1.38367252365028;6879.0;1.125;10798.649696;4114.906594;5413.926703;5483.258196;5159.971382;6355.663214;4752.497417;9755.556253;11719.75127;4723.745346
2017-11-28;2017;11;6.9936;7.2209;6.8693;6.6905;3.217489;3.232696;0.740597598708065;63.56;57.96;23837.0;3.34;3.2232;0.478878076223062;3.8285;74139.0;1.37899022335317;6912.0;1.125;10811.551749;4116.078241;5417.515229;5488.781189;5160.43442;6366.432612;4756.468257;9759.043305;11736.842785;4727.716445
2017-11-29;2017;11;7.0039;7.2632;6.8937;6.7014;3.222713;3.24;0.74056590840242;63.25;58.1;23941.0;3.35;3.2136;0.406113126698573;3.8036;72700.0;1.42298030196365;6824.0;1.125;10786.162527;4117.243739;5418.312178;5463.578013;5150.616781;6324.396388;4746.614116;9761.286807;11699.766191;4717.609668
2017-11-30;2017;11;6.9936;7.2209;6.8693;6.6905;3.217489;3.232696;0.72061288771103;63.56;57.96;24272.0;3.34;3.2616;0.504479648889936;3.8839;71970.0;1.43160701295945;6874.0;1.125;10775.176282;4118.409591;5394.474629;5450.220069;5147.104396;6300.556654;4741.378352;9764.510695;11682.870679;4712.869784
2017-12-01;2017;12;7.0308;7.215;6.8533;6.6821;3.220441;3.237258;0.717733566504716;63.74;57.25;24251.0;3.37;3.2636;0.480932307903755;3.8716;72264.0;1.40635752555912;6858.0;1.125;10787.853906;4119.572043;5392.254108;5454.233483;5151.380783;6304.747707;4744.791296;9767.530061;11699.818804;4716.420731
2017-12-02;2017;12;7.0219;7.1998;6.832;6.6593;3.253233;3.294325;0.821001085908403;63.53;57.4;;3.39;;;;;;;1.125;;;;;;;;;;
2017-12-03;2017;12;7.0115;7.1645;6.8192;6.6591;3.270199;3.29;0.819745171280471;64.57;58.35;;3.39;;;;;;;1.125;;;;;;;;;;
2017-12-04;2017;12;6.9713;7.1388;6.7991;6.6372;3.257761;3.2775;0.822338534986759;63.45;57.48;24290.0;3.38;3.2506;0.487815198967576;3.85;73090.0;1.42915211927123;6775.0;1.125;10812.059138;4120.742563;5394.271422;5457.43908;5156.944313;6306.113641;4750.014897;9771.456309;11732.802235;4721.713692
2017-12-05;2017;12;6.9546;7.1161;6.7724;6.6124;3.240521;3.2585;0.828925741360485;63.45;57.66;24181.0;3.36;3.2322;0.481195804349915;3.8256;72546.0;1.43115176009081;6762.0;1.125;10828.399072;4121.909744;5401.06314;5465.826568;5161.399028;6319.007588;4755.32734;9774.864981;11754.784222;4726.975007
2017-12-06;2017;12;6.9713;7.1388;6.7991;6.6372;3.257761;3.2775;0.795167148828544;63.45;57.48;24141.0;3.38;3.2354;0.481981626256629;3.8152;73268.0;1.44978095378622;6776.0;1.125;10834.903649;4123.075807;5401.413938;5460.700492;5159.579731;6310.29407;4755.586564;9777.721142;11762.973742;4727.231239
2017-12-07;2017;12;6.9546;7.1161;6.7724;6.6124;3.240521;3.2585;0.802061363440318;63.45;57.66;24211.0;3.36;3.2892;0.60563675949238;3.8809;72487.0;1.46021814372203;6813.0;1.125;10821.513386;4124.242074;5389.76142;5442.403083;5153.048069;6279.226178;4749.089574;9780.30284;11742.948507;4720.88267
2017-12-08;2017;12;6.9607;7.0738;6.75;6.6073;3.243857;0.0;;62.25;55.79;24294.0;3.36;3.2811;0.587181894010399;3.8573;72731.0;1.348374353847;6861.0;1.125;10835.646384;4125.336802;5394.253042;5451.294555;5151.804292;6298.399009;4754.078619;9783.73296;11761.78121;4725.872127
2017-12-09;2017;12;6.9825;7.0272;6.7194;6.5973;3.297437;3.31045;0.779996130464946;62.37;56.5;;3.42;;;;;;;1.125;;;;;;;;;;
2017-12-10;2017;12;6.9455;7.0238;6.7037;6.5698;3.295482;0.0;;63.86;57.15;;3.43;;;;;;;1.125;;;;;;;;;;
2017-12-11;2017;12;6.9272;7.0516;6.7047;6.5525;3.295816;3.312917;0.779934586672412;65.62;57.84;24386.0;3.43;3.2845;0.58729026199126;3.8744;72800.0;1.20647706919677;6875.0;1.125;10836.345893;4126.42909;5397.584575;5452.878046;5151.221045;6302.147243;4755.063935;9786.689861;11761.670346;4726.79478
2017-12-12;2017;12;6.9283;7.0814;6.7226;6.559;3.326443;3.3455;0.731259991624344;64.96;57.12;24505.0;3.46;3.3149;0.611967795296241;3.8934;73813.0;1.17006338604435;6862.0;1.125;10825.324389;4127.524069;5389.242586;5441.026457;5146.490868;6282.484771;4750.57649;9788.702183;11745.229771;4722.417386
