Date;12461 - Anbima Market Index of the prefixed federal bonds - IFR-M - Index;12462 - Anbima Market Index of the federal bonds tied to the SELIC rate - IMA-S - Index;12463 - Anbima Market Index of the federal bonds tied to the IGP-M index - IMA-C - Index;12466 - Anbima Market Index of the federal bonds tied to the IPCA index - IMA-B - Index;12467 - Anbima Market Index of the federal bonds tied to the IPCA index with maturities below to five years - IMA-B 5 - Index;12468 - Anbima Market Index of the federal bonds tied to the IPCA index with maturities equal or above five years - IMA-B 5+ - Index;12469 - General Anbima Market Index - IMA - General - Index;17626 - Anbima Market Index of prefixed federal bonds with maturities below to one year - IRF-M 1 - Index;17627 - Anbima Market Index of the prefixed federal bonds with maturities equal or above one year - IRF-M 1+ - Index;17628 - General Anbima Market Index - IMA-General ex-C - Index
15/10/2018;11,643.096837 ;4,350.282510 ;6,286.862168 ;5,945.484806 ;5,573.742724 ;6,895.428702 ;5,108.830893 ;10,345.893142 ;12,715.178741 ;5,066.277264
16/10/2018;11,680.740290 ;4,351.365928 ;6,319.696928 ;5,983.605691 ;5,585.194414 ;6,964.567042 ;5,124.661541 ;10,350.006693 ;12,770.920585 ;5,081.644666
17/10/2018;11,709.036817 ;4,352.441479 ;6,346.082421 ;6,016.573361 ;5,595.362835 ;7,024.087434 ;5,137.719363 ;10,352.990442 ;12,812.875715 ;5,094.337705
18/10/2018;11,684.144713 ;4,353.519869 ;6,348.141238 ;5,993.827983 ;5,589.089285 ;6,982.261012 ;5,129.151359 ;10,355.455374 ;12,773.429654 ;5,085.528325
19/10/2018;11,683.855330 ;4,354.591840 ;6,384.937071 ;5,991.675059 ;5,587.080479 ;6,979.754348 ;5,129.944382 ;10,358.312801 ;12,771.560133 ;5,085.425837
22/10/2018;11,728.315328 ;4,355.668108 ;6,407.493729 ;6,029.891840 ;5,602.416269 ;7,045.109565 ;5,146.572234 ;10,364.751584 ;12,836.607565 ;5,101.863208
23/10/2018;11,732.398034 ;4,356.747215 ;6,392.477086 ;6,032.362859 ;5,608.047858 ;7,044.572824 ;5,147.849942 ;10,369.929829 ;12,840.292884 ;5,103.541944
24/10/2018;11,712.666529 ;4,357.824540 ;6,387.330641 ;6,015.670146 ;5,603.958471 ;7,013.348313 ;5,141.298865 ;10,371.793603 ;12,809.069689 ;5,096.973089
25/10/2018;11,705.026537 ;4,358.899349 ;6,385.869710 ;6,015.603563 ;5,599.563804 ;7,017.717680 ;5,140.544139 ;10,372.518865 ;12,796.978338 ;5,096.237857
26/10/2018;11,750.579499 ;4,359.967141 ;6,408.845357 ;6,060.872843 ;5,614.268613 ;7,098.685891 ;5,158.991579 ;10,376.862864 ;12,864.748627 ;5,114.524829
29/10/2018;11,760.803821 ;4,361.037775 ;6,398.727138 ;6,050.305677 ;5,614.191261 ;7,076.341825 ;5,158.263110 ;10,382.829534 ;12,877.469855 ;5,114.031275
30/10/2018;11,785.076706 ;4,362.121689 ;6,378.907964 ;6,054.166608 ;5,617.354556 ;7,081.287912 ;5,162.793831 ;10,387.390984 ;12,912.460598 ;5,119.154449
31/10/2018;11,781.056140 ;4,363.201007 ;6,374.361859 ;6,057.381362 ;5,620.122390 ;7,085.268712 ;5,163.278429 ;10,389.869013 ;12,905.051866 ;5,119.762625
01/11/2018;11,793.884140 ;4,364.274391 ;6,395.632747 ;6,067.026672 ;5,625.735454 ;7,099.974787 ;5,168.429354 ;10,392.342243 ;12,923.512961 ;5,124.500088
05/11/2018;11,799.073665 ;4,365.353974 ;6,386.635294 ;6,068.724524 ;5,630.210000 ;7,098.984974 ;5,169.842542 ;10,395.567266 ;12,929.875246 ;5,126.162453
06/11/2018;11,792.909509 ;4,366.430787 ;6,380.681069 ;6,070.724791 ;5,628.738235 ;7,104.740138 ;5,169.690969 ;10,397.837767 ;12,919.259307 ;5,126.152328
07/11/2018;11,791.333618 ;4,367.507783 ;6,375.193631 ;6,059.894176 ;5,618.632063 ;7,092.130549 ;5,167.300917 ;10,401.829187 ;12,914.835255 ;5,123.844080
08/11/2018;11,771.640237 ;4,368.584040 ;6,369.469269 ;6,048.306250 ;5,615.238844 ;7,071.023820 ;5,162.010323 ;10,403.792866 ;12,883.571384 ;5,118.578463
09/11/2018;11,775.624188 ;4,369.661381 ;6,361.099840 ;6,046.242780 ;5,613.561401 ;7,068.366867 ;5,162.394935 ;10,407.303299 ;12,887.936961 ;5,119.174795
12/11/2018;11,779.607092 ;4,370.728178 ;6,338.235707 ;6,040.913667 ;5,609.629015 ;7,061.094699 ;5,161.682089 ;10,410.803300 ;12,892.306159 ;5,119.002285
13/11/2018;11,777.309362 ;4,371.803284 ;6,330.001673 ;6,029.649717 ;5,608.734293 ;7,038.111003 ;5,159.018220 ;10,413.760002 ;12,887.290994 ;5,116.481068
14/11/2018;11,802.698346 ;4,372.884352 ;6,337.739149 ;6,057.318180 ;5,620.486754 ;7,084.760660 ;5,169.812351 ;10,417.657897 ;12,924.373463 ;5,127.320040
16/11/2018;11,851.774356 ;4,373.957302 ;6,363.136698 ;6,094.633772 ;5,637.636835 ;7,146.341383 ;5,186.790427 ;10,422.098576 ;12,997.603614 ;5,144.047155
19/11/2018;11,843.381975 ;4,375.038117 ;6,380.093610 ;6,089.447364 ;5,634.140903 ;7,138.929446 ;5,185.211185 ;10,422.956525 ;12,984.269851 ;5,142.020654
20/11/2018;11,846.917264 ;4,376.117128 ;6,377.562308 ;6,090.384889 ;5,634.882407 ;7,140.157273 ;5,186.356135 ;10,425.569061 ;12,988.395742 ;5,143.252049
21/11/2018;11,867.919733 ;4,377.199605 ;6,393.483854 ;6,112.816439 ;5,641.732549 ;7,180.668409 ;5,195.465320 ;10,428.716547 ;13,019.109969 ;5,152.170543
22/11/2018;11,873.989917 ;4,378.281384 ;6,404.836150 ;6,126.901130 ;5,640.957381 ;7,211.294526 ;5,200.317256 ;10,430.507182 ;13,027.545418 ;5,156.850949
23/11/2018;11,896.389722 ;4,379.364986 ;6,409.976360 ;6,133.655067 ;5,640.995067 ;7,225.561953 ;5,205.810881 ;10,434.142146 ;13,060.163716 ;5,162.338264
26/11/2018;11,859.090136 ;4,380.439812 ;6,366.558834 ;6,089.437572 ;5,626.282703 ;7,146.941784 ;5,189.552088 ;10,436.187536 ;13,001.788596 ;5,146.785226
27/11/2018;11,857.850091 ;4,381.522799 ;6,358.711676 ;6,086.765403 ;5,622.439277 ;7,145.210647 ;5,189.031356 ;10,437.355332 ;12,999.296514 ;5,146.444383
28/11/2018;11,882.311950 ;4,382.605831 ;6,374.082303 ;6,102.441483 ;5,624.594433 ;7,176.212052 ;5,197.110359 ;10,441.689467 ;13,034.734784 ;5,154.323817
29/11/2018;11,885.279554 ;4,383.686101 ;6,371.836433 ;6,106.141614 ;5,625.973411 ;7,182.639876 ;5,198.806158 ;10,443.533373 ;13,038.373180 ;5,156.111031
30/11/2018;11,897.634303 ;4,384.771135 ;6,368.783074 ;6,112.166965 ;5,628.147795 ;7,193.179789 ;5,202.427114 ;10,446.363108 ;13,055.950473 ;5,159.884742
03/12/2018;11,900.340108 ;4,385.850472 ;6,377.076593 ;6,112.399706 ;5,632.853737 ;7,188.862104 ;5,203.544997 ;10,449.637649 ;13,058.469109 ;5,160.824787
04/12/2018;11,877.476396 ;4,386.936155 ;6,370.990370 ;6,095.302429 ;5,628.388746 ;7,157.211606 ;5,196.559888 ;10,451.808368 ;13,022.254294 ;5,153.837432
05/12/2018;11,887.075676 ;4,388.017911 ;6,374.157109 ;6,101.742842 ;5,633.558824 ;7,165.568330 ;5,199.999130 ;10,455.197705 ;13,035.308186 ;5,157.273684
06/12/2018;11,904.712814 ;4,389.099235 ;6,370.954059 ;6,108.736402 ;5,637.537817 ;7,176.314300 ;5,204.627696 ;10,459.265187 ;13,060.372794 ;5,162.078019
07/12/2018;11,916.655292 ;4,390.177318 ;6,385.105303 ;6,109.791283 ;5,637.742117 ;7,178.339867 ;5,207.465990 ;10,462.784039 ;13,076.962149 ;5,164.635952
10/12/2018;11,905.606496 ;4,391.260369 ;6,393.048848 ;6,098.925638 ;5,637.028827 ;7,156.053803 ;5,203.999998 ;10,466.089363 ;13,058.333076 ;5,160.904786
11/12/2018;11,910.515321 ;4,392.346485 ;6,389.690194 ;6,102.547588 ;5,640.138043 ;7,160.547280 ;5,205.943471 ;10,469.092132 ;13,064.373589 ;5,162.970564
12/12/2018;11,936.462700 ;4,393.429170 ;6,386.427018 ;6,121.218329 ;5,648.822922 ;7,191.216834 ;5,214.456928 ;10,472.231494 ;13,102.670726 ;5,171.744014
13/12/2018;11,977.162099 ;4,394.513452 ;6,394.019948 ;6,138.427149 ;5,663.212365 ;7,212.958284 ;5,225.128132 ;10,476.640387 ;13,162.998876 ;5,182.459715
14/12/2018;12,002.147864 ;4,395.593648 ;6,383.568192 ;6,149.515506 ;5,669.295267 ;7,230.226981 ;5,231.618279 ;10,479.307399 ;13,200.054756 ;5,189.339883
17/12/2018;12,008.280857 ;4,396.683263 ;6,393.313782 ;6,148.898554 ;5,671.448791 ;7,226.718725 ;5,233.102877 ;10,481.662358 ;13,208.300131 ;5,190.621388
18/12/2018;11,998.481194 ;4,397.771352 ;6,392.089177 ;6,146.816080 ;5,671.805831 ;7,221.942612 ;5,231.589082 ;10,483.397851 ;13,192.375389 ;5,189.104852
19/12/2018;12,021.782743 ;4,398.856360 ;6,397.254607 ;6,167.919426 ;5,682.515319 ;7,255.695559 ;5,240.461151 ;10,486.172646 ;13,226.789633 ;5,198.041378
20/12/2018;12,043.236776 ;4,399.943830 ;6,424.188432 ;6,185.202357 ;5,690.010517 ;7,284.642042 ;5,248.704872 ;10,488.669295 ;13,258.504340 ;5,205.812551
21/12/2018;12,052.725709 ;4,401.026521 ;6,416.049681 ;6,184.035452 ;5,690.452073 ;7,281.718894 ;5,250.145293 ;10,491.111733 ;13,271.862241 ;5,207.479389
24/12/2018;12,056.148055 ;4,402.111251 ;6,413.462374 ;6,185.410911 ;5,691.576091 ;7,283.483318 ;5,251.375717 ;10,493.716958 ;13,275.817651 ;5,208.798222
26/12/2018;12,056.032670 ;4,403.197330 ;6,413.805083 ;6,185.044686 ;5,692.230812 ;7,282.038255 ;5,251.748037 ;10,496.419552 ;13,274.288777 ;5,209.170219
27/12/2018;12,070.639543 ;4,404.285205 ;6,417.121738 ;6,196.369891 ;5,698.609624 ;7,299.506325 ;5,257.055693 ;10,499.103441 ;13,295.389445 ;5,214.510987
28/12/2018;12,076.711086 ;4,405.371558 ;6,420.401858 ;6,211.615737 ;5,703.755098 ;7,326.539963 ;5,261.958836 ;10,501.990554 ;13,303.274271 ;5,219.439519
31/12/2018;12,080.131148 ;4,406.458235 ;6,417.898150 ;6,212.982518 ;5,704.863805 ;7,328.301657 ;5,263.189756 ;10,504.605081 ;13,307.221518 ;5,220.756848
02/01/2019;12,115.341661 ;4,407.546790 ;6,424.485818 ;6,240.024303 ;5,721.539418 ;7,368.534278 ;5,275.236759 ;10,509.007009 ;13,359.119687 ;5,232.901628
03/01/2019;12,116.549551 ;4,408.634966 ;6,439.469351 ;6,269.792372 ;5,731.505751 ;7,421.400627 ;5,283.172413 ;10,509.692685 ;13,360.635386 ;5,240.644823
04/01/2019;12,119.456796 ;4,409.722042 ;6,446.857371 ;6,302.765314 ;5,729.881511 ;7,492.904598 ;5,291.912707 ;10,511.129656 ;13,364.391806 ;5,249.393811
07/01/2019;12,102.535255 ;4,410.808630 ;6,443.400287 ;6,301.331505 ;5,724.629482 ;7,495.236641 ;5,289.595954 ;10,511.085121 ;13,338.304289 ;5,247.111039
08/01/2019;12,114.934691 ;4,411.895901 ;6,450.014075 ;6,309.586255 ;5,727.710461 ;7,509.572225 ;5,293.905359 ;10,513.689495 ;13,356.114624 ;5,251.352800
09/01/2019;12,124.457805 ;4,412.989223 ;6,462.994409 ;6,352.211208 ;5,735.448824 ;7,591.949767 ;5,305.959093 ;10,516.435016 ;13,369.415108 ;5,263.350942
10/01/2019;12,109.949550 ;4,414.079273 ;6,466.352477 ;6,357.362892 ;5,733.444171 ;7,604.911455 ;5,305.677699 ;10,516.979832 ;13,346.752127 ;5,262.982210
11/01/2019;12,114.580012 ;4,415.168070 ;6,475.378326 ;6,363.235890 ;5,735.291292 ;7,615.463368 ;5,308.395714 ;10,520.046077 ;13,352.340376 ;5,265.540036
14/01/2019;12,130.268833 ;4,416.255956 ;6,485.914090 ;6,389.072264 ;5,743.331714 ;7,661.970431 ;5,317.352371 ;10,524.561177 ;13,374.256273 ;5,274.433823
15/01/2019;12,116.590515 ;4,417.346023 ;6,487.451830 ;6,385.115354 ;5,742.333000 ;7,654.609862 ;5,315.025725 ;10,526.378899 ;13,352.227693 ;5,272.020021
16/01/2019;12,119.562341 ;4,418.434353 ;6,517.711649 ;6,390.058589 ;5,744.739209 ;7,662.603968 ;5,317.798408 ;10,529.201890 ;13,355.380138 ;5,274.120468
17/01/2019;12,131.462992 ;4,419.523666 ;6,502.877491 ;6,395.619724 ;5,748.581957 ;7,670.445606 ;5,320.905345 ;10,533.491188 ;13,371.565476 ;5,277.652619
18/01/2019;12,145.931902 ;4,420.615187 ;6,503.305628 ;6,399.400988 ;5,750.244586 ;7,676.741064 ;5,324.320658 ;10,536.719723 ;13,392.252172 ;5,281.130737
21/01/2019;12,153.922231 ;4,421.705358 ;6,500.959476 ;6,401.464966 ;5,752.017388 ;7,679.299975 ;5,326.356795 ;10,539.149887 ;13,403.347646 ;5,283.267215
22/01/2019;12,177.008051 ;4,422.795440 ;6,503.231463 ;6,408.404071 ;5,761.582434 ;7,684.247513 ;5,331.765300 ;10,544.420288 ;13,436.293760 ;5,288.736639
23/01/2019;12,194.975653 ;4,423.888836 ;6,517.145077 ;6,420.017773 ;5,766.922183 ;7,703.346806 ;5,337.821414 ;10,548.188659 ;13,462.104925 ;5,294.586070
24/01/2019;12,182.527912 ;4,424.978984 ;6,516.710004 ;6,411.682606 ;5,767.508575 ;7,685.158397 ;5,334.598170 ;10,549.905984 ;13,442.026107 ;5,291.304303
25/01/2019;12,185.943337 ;4,426.071252 ;6,517.738860 ;6,413.761022 ;5,769.229867 ;7,687.800016 ;5,336.074438 ;10,552.506865 ;13,445.975786 ;5,292.787317
28/01/2019;12,187.923080 ;4,427.162673 ;6,517.083738 ;6,412.986630 ;5,770.674141 ;7,684.700869 ;5,336.642465 ;10,554.774775 ;13,447.879227 ;5,293.383351
29/01/2019;12,213.206001 ;4,428.255069 ;6,539.819350 ;6,436.211995 ;5,779.276648 ;7,725.001328 ;5,346.647145 ;10,558.466971 ;13,485.016682 ;5,303.052628
30/01/2019;12,200.341517 ;4,429.348856 ;6,526.883064 ;6,445.095110 ;5,777.603842 ;7,745.448021 ;5,347.089915 ;10,560.772435 ;13,463.996252 ;5,303.817658
31/01/2019;12,247.743845 ;4,430.442097 ;6,545.491584 ;6,484.247792 ;5,792.696205 ;7,812.786637 ;5,363.828939 ;10,565.518619 ;13,534.729132 ;5,320.465316
01/02/2019;12,267.686924 ;4,431.539003 ;6,578.993732 ;6,516.036269 ;5,799.548510 ;7,872.936813 ;5,375.337478 ;10,568.405657 ;13,564.035897 ;5,331.410349
04/02/2019;12,265.818940 ;4,432.631883 ;6,571.367840 ;6,507.953336 ;5,798.738201 ;7,856.697143 ;5,373.519343 ;10,570.707756 ;13,560.030971 ;5,329.735900
05/02/2019;12,262.863563 ;4,433.722621 ;6,585.066750 ;6,494.124084 ;5,798.133552 ;7,828.119655 ;5,370.720122 ;10,573.748739 ;13,553.992822 ;5,326.551050
06/02/2019;12,252.599853 ;4,434.817456 ;6,597.597397 ;6,471.868439 ;5,797.142458 ;7,782.147707 ;5,364.915638 ;10,576.690745 ;13,536.801081 ;5,320.325623
07/02/2019;12,234.478591 ;4,435.913068 ;6,571.272381 ;6,450.229964 ;5,789.421318 ;7,744.303086 ;5,357.229297 ;10,576.231599 ;13,509.251345 ;5,313.105652
08/02/2019;12,213.300590 ;4,437.006737 ;6,564.169549 ;6,413.698301 ;5,776.506658 ;7,680.288583 ;5,346.125752 ;10,576.659686 ;13,476.576087 ;5,301.938100
11/02/2019;12,220.475600 ;4,438.101301 ;6,547.910254 ;6,414.462788 ;5,777.865343 ;7,680.524477 ;5,347.429959 ;10,579.680376 ;13,486.076500 ;5,303.657582
12/02/2019;12,244.171471 ;4,439.195364 ;6,570.206236 ;6,442.673072 ;5,785.588989 ;7,732.238259 ;5,358.305294 ;10,583.384796 ;13,520.562084 ;5,314.229703
13/02/2019;12,263.887555 ;4,440.290133 ;6,564.120392 ;6,465.988586 ;5,794.850247 ;7,772.060997 ;5,366.824665 ;10,587.977984 ;13,548.506479 ;5,323.073358
14/02/2019;12,280.979835 ;4,441.386550 ;6,585.670364 ;6,488.523973 ;5,802.144490 ;7,812.231706 ;5,375.437854 ;10,590.837989 ;13,573.288390 ;5,331.353569
15/02/2019;12,304.727854 ;4,442.481337 ;6,593.715392 ;6,529.936599 ;5,812.646726 ;7,888.995211 ;5,389.029496 ;10,594.998916 ;13,607.627539 ;5,345.039051
18/02/2019;12,285.633562 ;4,443.578737 ;6,593.486230 ;6,516.189467 ;5,807.730822 ;7,865.046069 ;5,383.643881 ;10,596.685367 ;13,577.522324 ;5,339.545400
19/02/2019;12,302.120642 ;4,444.674612 ;6,597.398741 ;6,523.696898 ;5,811.778334 ;7,876.758347 ;5,388.293928 ;10,599.984804 ;13,601.158642 ;5,344.199955
20/02/2019;12,277.387449 ;4,445.770402 ;6,604.025929 ;6,500.658568 ;5,807.140461 ;7,833.012625 ;5,380.134636 ;10,601.430504 ;13,562.529147 ;5,335.710314
21/02/2019;12,280.237028 ;4,446.867031 ;6,601.769089 ;6,501.239490 ;5,811.776192 ;7,829.584750 ;5,381.110832 ;10,603.470535 ;13,565.885553 ;5,336.761019
22/02/2019;12,289.596431 ;4,447.964631 ;6,604.446375 ;6,502.409194 ;5,818.204899 ;7,825.595912 ;5,383.264678 ;10,605.696506 ;13,579.128427 ;5,338.896280
25/02/2019;12,283.966466 ;4,449.062078 ;6,608.754510 ;6,499.394122 ;5,818.270356 ;7,819.196587 ;5,382.363127 ;10,607.652716 ;13,569.528418 ;5,337.872772
26/02/2019;12,280.019119 ;4,450.160192 ;6,623.360771 ;6,500.887233 ;5,818.695917 ;7,821.906425 ;5,382.976264 ;10,609.778849 ;13,562.423369 ;5,338.149773
27/02/2019;12,293.125270 ;4,451.260958 ;6,661.946128 ;6,518.149721 ;5,825.492313 ;7,851.354640 ;5,390.195772 ;10,613.184999 ;13,580.824267 ;5,344.599341
28/02/2019;12,283.647343 ;4,452.357768 ;6,667.942719 ;6,519.685739 ;5,824.339226 ;7,855.737509 ;5,389.829348 ;10,614.799036 ;13,565.495535 ;5,344.081889
01/03/2019;12,278.540637 ;4,453.457652 ;6,669.878925 ;6,518.241230 ;5,826.363583 ;7,850.673256 ;5,389.308030 ;10,617.793182 ;13,556.182919 ;5,343.503311
06/03/2019;12,272.265950 ;4,454.557867 ;6,656.542340 ;6,515.137604 ;5,826.605953 ;7,843.910520 ;5,387.840276 ;10,620.016406 ;13,545.539190 ;5,342.324880
07/03/2019;12,276.862952 ;4,455.672465 ;6,666.092678 ;6,516.082307 ;5,827.845985 ;7,844.651668 ;5,389.438835 ;10,623.065131 ;13,551.064644 ;5,343.727885
08/03/2019;12,294.797145 ;4,456.770293 ;6,689.110900 ;6,531.984483 ;5,834.302030 ;7,871.583576 ;5,396.744008 ;10,626.054068 ;13,576.947202 ;5,350.635071
11/03/2019;12,323.107692 ;4,457.873122 ;6,714.388648 ;6,568.074116 ;5,846.359704 ;7,935.306095 ;5,410.274895 ;10,629.488374 ;13,618.428648 ;5,363.845924
12/03/2019;12,338.164265 ;4,458.971857 ;6,706.846769 ;6,576.460909 ;5,854.313817 ;7,944.948514 ;5,414.708142 ;10,632.982169 ;13,639.679972 ;5,368.554591
13/03/2019;12,365.322100 ;4,460.071612 ;6,722.961306 ;6,598.634298 ;5,868.288621 ;7,977.515218 ;5,424.644985 ;10,637.552103 ;13,678.852788 ;5,378.315259
14/03/2019;12,348.792575 ;4,461.171479 ;6,723.678265 ;6,594.898388 ;5,868.099902 ;7,969.856508 ;5,421.864049 ;10,639.164023 ;13,652.875994 ;5,375.458019
15/03/2019;12,355.141959 ;4,462.277498 ;6,727.991770 ;6,603.395887 ;5,871.628565 ;7,984.168845 ;5,425.333087 ;10,642.004325 ;13,661.173622 ;5,378.897088
18/03/2019;12,368.891783 ;4,463.378934 ;6,725.420300 ;6,617.345947 ;5,880.667504 ;8,004.383905 ;5,430.982300 ;10,645.425177 ;13,680.468685 ;5,384.727860
19/03/2019;12,379.200025 ;4,464.479799 ;6,751.746422 ;6,623.661524 ;5,887.588349 ;8,010.721596 ;5,435.043445 ;10,647.886507 ;13,694.984369 ;5,388.243153
20/03/2019;12,402.774256 ;4,465.581781 ;6,773.958967 ;6,637.613177 ;5,891.178470 ;8,036.360985 ;5,442.709483 ;10,651.607477 ;13,729.107629 ;5,395.538555
21/03/2019;12,393.649393 ;4,466.690210 ;6,776.305440 ;6,619.403858 ;5,888.864180 ;8,000.537821 ;5,437.704834 ;10,653.028480 ;13,714.509501 ;5,390.371420
22/03/2019;12,331.243943 ;4,467.793541 ;6,738.309073 ;6,558.218508 ;5,868.149635 ;7,893.040181 ;5,414.039600 ;10,652.295840 ;13,619.749341 ;5,367.116370
25/03/2019;12,355.518751 ;4,468.894677 ;6,744.409495 ;6,562.576117 ;5,871.787167 ;7,898.544937 ;5,419.210799 ;10,655.641395 ;13,655.122778 ;5,372.250807
26/03/2019;12,344.967888 ;4,469.996773 ;6,738.371218 ;6,538.955850 ;5,866.239029 ;7,854.609972 ;5,412.547309 ;10,658.524087 ;13,637.641077 ;5,365.590933
27/03/2019;12,306.656465 ;4,471.104588 ;6,690.464640 ;6,456.801903 ;5,849.408314 ;7,699.345476 ;5,387.319418 ;10,658.868036 ;13,579.081118 ;5,340.977987
28/03/2019;12,358.500019 ;4,472.207611 ;6,734.177788 ;6,546.135957 ;5,867.509992 ;7,868.378798 ;5,417.043306 ;10,663.183550 ;13,656.002601 ;5,370.282965
29/03/2019;12,355.758079 ;4,473.311796 ;6,747.478169 ;6,557.492193 ;5,870.029315 ;7,889.649382 ;5,420.060665 ;10,664.899033 ;13,650.990025 ;5,373.045033
01/04/2019;12,382.905012 ;4,474.411523 ;6,771.484199 ;6,582.527324 ;5,878.974753 ;7,933.166758 ;5,430.851491 ;10,668.218806 ;13,690.753573 ;5,383.488449
02/04/2019;12,387.000346 ;4,475.517046 ;6,780.309019 ;6,585.143520 ;5,884.744823 ;7,932.903794 ;5,432.737776 ;10,671.008046 ;13,695.628029 ;5,385.201669
03/04/2019;12,372.605064 ;4,476.621202 ;6,777.119236 ;6,565.165546 ;5,883.370373 ;7,892.442479 ;5,426.486614 ;10,671.757354 ;13,673.544602 ;5,378.893616
04/04/2019;12,383.910718 ;4,477.728691 ;6,771.148506 ;6,571.014733 ;5,887.668572 ;7,900.412922 ;5,429.774670 ;10,674.985816 ;13,689.098215 ;5,382.396655
05/04/2019;12,391.543352 ;4,478.833718 ;6,773.786199 ;6,583.693647 ;5,892.529921 ;7,922.122786 ;5,434.365194 ;10,679.209562 ;13,698.640033 ;5,387.021813
08/04/2019;12,384.565394 ;4,479.939273 ;6,781.012228 ;6,576.364132 ;5,890.239822 ;7,909.055069 ;5,432.353638 ;10,681.697315 ;13,686.938952 ;5,384.792278
09/04/2019;12,378.424132 ;4,481.051473 ;6,772.522158 ;6,555.771174 ;5,885.364960 ;7,870.788673 ;5,426.971263 ;10,682.998140 ;13,677.057653 ;5,379.499888
10/04/2019;12,400.817984 ;4,482.156683 ;6,764.557477 ;6,571.717410 ;5,896.268944 ;7,893.327692 ;5,434.108654 ;10,687.132264 ;13,708.925955 ;5,386.983064
11/04/2019;12,391.058914 ;4,483.260222 ;6,759.257547 ;6,564.488001 ;5,891.968223 ;7,882.469926 ;5,431.440504 ;10,688.519723 ;13,693.542357 ;5,384.385924
12/04/2019;12,384.495341 ;4,484.366757 ;6,752.780590 ;6,556.238561 ;5,889.512924 ;7,867.640478 ;5,428.945631 ;10,692.007972 ;13,681.997639 ;5,381.994256
15/04/2019;12,403.545046 ;4,485.479755 ;6,751.318735 ;6,561.524195 ;5,894.569894 ;7,873.676090 ;5,433.275630 ;10,695.726632 ;13,709.012257 ;5,386.452492
16/04/2019;12,403.572080 ;4,486.590970 ;6,752.306013 ;6,559.506801 ;5,896.958791 ;7,867.140107 ;5,433.326139 ;10,698.906791 ;13,707.561616 ;5,386.480256
17/04/2019;12,393.014867 ;4,487.698993 ;6,752.849661 ;6,556.779525 ;5,897.365415 ;7,861.069283 ;5,431.744845 ;10,701.672859 ;13,690.326545 ;5,384.852051
18/04/2019;12,416.327259 ;4,488.806824 ;6,769.897129 ;6,574.696928 ;5,906.858790 ;7,889.037265 ;5,440.081909 ;10,706.044086 ;13,723.470334 ;5,392.955873
22/04/2019;12,423.250183 ;4,489.917623 ;6,776.518519 ;6,583.460030 ;5,912.999254 ;7,901.249203 ;5,443.760749 ;10,708.576979 ;13,732.733717 ;5,396.553535
23/04/2019;12,445.344582 ;4,491.030464 ;6,790.648999 ;6,616.612202 ;5,926.079282 ;7,957.391196 ;5,455.466782 ;10,712.343407 ;13,764.322391 ;5,408.168709
24/04/2019;12,427.226666 ;4,492.129348 ;6,795.267212 ;6,611.930920 ;5,925.127163 ;7,948.587092 ;5,452.478333 ;10,712.593312 ;13,736.853258 ;5,405.004953
25/04/2019;12,425.381554 ;4,493.239672 ;6,807.565035 ;6,628.700758 ;5,928.655788 ;7,980.010772 ;5,456.981661 ;10,714.927006 ;13,732.973291 ;5,409.307736
26/04/2019;12,426.028267 ;4,494.351211 ;6,830.217400 ;6,640.917488 ;5,929.042041 ;8,005.042319 ;5,460.995309 ;10,716.029262 ;13,733.432666 ;5,412.860496
29/04/2019;12,422.749771 ;4,495.457480 ;6,845.997074 ;6,636.501136 ;5,929.819555 ;7,995.095053 ;5,460.372319 ;10,716.059640 ;13,728.468999 ;5,411.843393
30/04/2019;12,430.618655 ;4,496.570269 ;6,845.491810 ;6,656.202901 ;5,934.928132 ;8,031.069339 ;5,466.600222 ;10,718.341566 ;13,739.278162 ;5,418.216571
02/05/2019;12,431.842287 ;4,497.679140 ;6,854.442098 ;6,654.309133 ;5,936.230346 ;8,025.854908 ;5,467.031213 ;10,720.348785 ;13,740.184075 ;5,418.440782
03/05/2019;12,455.088464 ;4,498.793681 ;6,872.024884 ;6,679.168155 ;5,950.031001 ;8,064.041905 ;5,476.969630 ;10,725.492139 ;13,772.815614 ;5,428.168986
06/05/2019;12,461.672503 ;4,499.905056 ;6,861.862564 ;6,679.047263 ;5,952.128448 ;8,061.735983 ;5,478.119972 ;10,729.869765 ;13,780.697865 ;5,429.585231
07/05/2019;12,462.208027 ;4,501.014788 ;6,859.591014 ;6,674.909572 ;5,951.898866 ;8,053.354773 ;5,477.676867 ;10,732.689748 ;13,780.191731 ;5,429.186896
08/05/2019;12,481.524996 ;4,502.128715 ;6,872.302124 ;6,696.579186 ;5,957.349101 ;8,093.087381 ;5,486.212047 ;10,736.311847 ;13,807.611227 ;5,437.598391
09/05/2019;12,495.905027 ;4,503.242952 ;6,884.669603 ;6,714.977166 ;5,960.496231 ;8,128.271155 ;5,493.290872 ;10,740.493528 ;13,827.331396 ;5,444.531204
10/05/2019;12,511.222483 ;4,504.354946 ;6,898.442164 ;6,734.698037 ;5,964.683728 ;8,165.187389 ;5,500.840151 ;10,744.322264 ;13,848.628374 ;5,451.910892
13/05/2019;12,501.676637 ;4,505.465372 ;6,909.473774 ;6,724.002868 ;5,961.530642 ;8,146.030723 ;5,497.778321 ;10,746.208688 ;13,833.366729 ;5,448.522438
