Date;12461 - Anbima Market Index of the prefixed federal bonds - IFR-M - Index;12462 - Anbima Market Index of the federal bonds tied to the SELIC rate - IMA-S - Index;12463 - Anbima Market Index of the federal bonds tied to the IGP-M index - IMA-C - Index;12466 - Anbima Market Index of the federal bonds tied to the IPCA index - IMA-B - Index;12467 - Anbima Market Index of the federal bonds tied to the IPCA index with maturities below to five years - IMA-B 5 - Index;12468 - Anbima Market Index of the federal bonds tied to the IPCA index with maturities equal or above five years - IMA-B 5+ - Index;12469 - General Anbima Market Index - IMA - General - Index;17626 - Anbima Market Index of prefixed federal bonds with maturities below to one year - IRF-M 1 - Index;17627 - Anbima Market Index of the prefixed federal bonds with maturities equal or above one year - IRF-M 1+ - Index;17628 - General Anbima Market Index - IMA-General ex-C - Index
21/03/2018;11,259.175245 ;4,200.025320 ;5,717.295047 ;5,745.800207 ;5,321.934186 ;6,737.485036 ;4,930.671753 ;9,974.359291 ;12,304.355458 ;4,898.279432
22/03/2018;11,295.272344 ;4,201.099987 ;5,734.832676 ;5,776.729418 ;5,354.120242 ;6,770.133664 ;4,944.993806 ;9,983.997940 ;12,353.832592 ;4,912.483843
23/03/2018;11,287.822682 ;4,202.136289 ;5,742.957669 ;5,774.473750 ;5,359.032610 ;6,760.328232 ;4,943.813814 ;9,986.173600 ;12,341.751774 ;4,911.071359
26/03/2018;11,311.919558 ;4,203.171314 ;5,751.925711 ;5,779.366715 ;5,367.176368 ;6,762.372017 ;4,949.523389 ;9,989.332447 ;12,376.251116 ;4,916.684015
27/03/2018;11,310.393624 ;4,204.206754 ;5,751.967648 ;5,768.419069 ;5,365.448501 ;6,740.931901 ;4,946.948647 ;9,991.046325 ;12,373.207201 ;4,914.049573
28/03/2018;11,309.310024 ;4,205.248103 ;5,745.847509 ;5,753.406710 ;5,366.434969 ;6,708.099364 ;4,943.288767 ;9,993.622260 ;12,370.435586 ;4,910.461222
29/03/2018;11,320.658502 ;4,206.284822 ;5,761.852663 ;5,766.894553 ;5,375.917353 ;6,726.993865 ;4,949.240310 ;9,996.649246 ;12,385.992056 ;4,916.143269
02/04/2018;11,313.697562 ;4,207.323374 ;5,757.880028 ;5,755.695199 ;5,370.037784 ;6,709.266041 ;4,945.626525 ;9,999.075933 ;12,374.527000 ;4,912.547716
03/04/2018;11,303.725501 ;4,208.362290 ;5,753.560453 ;5,739.239416 ;5,367.369055 ;6,677.111798 ;4,940.246407 ;10,001.182772 ;12,358.356343 ;4,907.154445
04/04/2018;11,294.723564 ;4,209.398741 ;5,753.899453 ;5,729.008802 ;5,365.944618 ;6,656.881354 ;4,936.685442 ;10,002.914855 ;12,343.840677 ;4,903.503946
05/04/2018;11,319.677648 ;4,210.438439 ;5,762.135606 ;5,747.471693 ;5,374.093413 ;6,687.685962 ;4,945.798008 ;10,005.497907 ;12,380.519888 ;4,912.615540
06/04/2018;11,305.714930 ;4,211.476336 ;5,759.426960 ;5,737.687576 ;5,372.639023 ;6,668.432650 ;4,941.496598 ;10,006.849825 ;12,358.648259 ;4,908.284788
09/04/2018;11,301.491525 ;4,212.512623 ;5,763.317613 ;5,735.421658 ;5,374.388839 ;6,661.839777 ;4,940.758824 ;10,008.112955 ;12,351.620858 ;4,907.431904
10/04/2018;11,303.562183 ;4,213.548349 ;5,764.051445 ;5,733.258334 ;5,374.635799 ;6,657.001330 ;4,940.954331 ;10,010.266898 ;12,353.729555 ;4,907.613309
11/04/2018;11,317.599197 ;4,214.588304 ;5,779.704659 ;5,748.464130 ;5,378.370253 ;6,685.415913 ;4,947.727668 ;10,013.062204 ;12,373.715117 ;4,914.145023
12/04/2018;11,332.099884 ;4,215.622247 ;5,786.252557 ;5,762.909153 ;5,381.727348 ;6,712.603701 ;4,954.156548 ;10,017.366083 ;12,393.678215 ;4,920.554582
13/04/2018;11,326.610405 ;4,216.659906 ;5,792.529802 ;5,755.835646 ;5,379.758154 ;6,699.622911 ;4,952.080597 ;10,019.867110 ;12,384.130012 ;4,918.272775
16/04/2018;11,338.629160 ;4,217.675003 ;5,796.465972 ;5,762.046060 ;5,380.584548 ;6,711.942812 ;4,955.994901 ;10,022.161680 ;12,401.289659 ;4,922.176594
17/04/2018;11,348.521419 ;4,218.718557 ;5,798.950646 ;5,763.937065 ;5,381.491421 ;6,715.086999 ;4,958.471982 ;10,024.812115 ;12,415.046012 ;4,924.647181
18/04/2018;11,367.470213 ;4,219.750306 ;5,802.733345 ;5,775.651484 ;5,387.027719 ;6,734.654079 ;4,964.852855 ;10,028.156168 ;12,442.231811 ;4,931.077386
19/04/2018;11,362.659550 ;4,220.785901 ;5,807.201634 ;5,770.545223 ;5,386.664268 ;6,723.878210 ;4,963.324174 ;10,029.383042 ;12,434.329392 ;4,929.401260
20/04/2018;11,370.139061 ;4,221.820337 ;5,809.320990 ;5,767.426249 ;5,388.721152 ;6,714.798400 ;4,964.156943 ;10,032.904536 ;12,443.999090 ;4,930.199443
23/04/2018;11,352.356375 ;4,222.854755 ;5,803.795381 ;5,750.765100 ;5,385.711400 ;6,681.636985 ;4,957.459027 ;10,034.899859 ;12,416.011898 ;4,923.488983
24/04/2018;11,350.959641 ;4,223.875273 ;5,804.785715 ;5,750.171905 ;5,387.772428 ;6,678.079892 ;4,957.502829 ;10,036.992834 ;12,412.880375 ;4,923.508788
25/04/2018;11,349.441151 ;4,224.905080 ;5,803.106880 ;5,750.587182 ;5,388.105327 ;6,678.623787 ;4,957.717760 ;10,038.399038 ;12,409.894836 ;4,923.770962
26/04/2018;11,364.803036 ;4,225.921771 ;5,812.883103 ;5,762.250900 ;5,393.576479 ;6,698.151322 ;4,963.667120 ;10,041.257315 ;12,431.863534 ;4,929.608614
27/04/2018;11,382.671120 ;4,226.912196 ;5,819.838047 ;5,765.043243 ;5,399.473678 ;6,697.798315 ;4,967.707540 ;10,045.294480 ;12,457.072829 ;4,933.565206
30/04/2018;11,373.438456 ;4,227.932331 ;5,818.310420 ;5,758.601309 ;5,398.576666 ;6,684.684346 ;4,964.998986 ;10,047.185828 ;12,442.129746 ;4,930.833742
02/05/2018;11,367.503433 ;4,228.960794 ;5,818.832218 ;5,748.325695 ;5,396.999274 ;6,663.926714 ;4,961.899981 ;10,048.522836 ;12,432.465485 ;4,927.651250
03/05/2018;11,366.725040 ;4,229.993887 ;5,823.311240 ;5,749.127199 ;5,397.290733 ;6,665.361225 ;4,962.471294 ;10,049.715698 ;12,430.741329 ;4,928.124387
04/05/2018;11,367.655789 ;4,231.028808 ;5,827.542506 ;5,752.709594 ;5,398.498254 ;6,671.877221 ;4,963.992799 ;10,051.935145 ;12,431.111144 ;4,929.574854
07/05/2018;11,349.844610 ;4,232.055879 ;5,820.612645 ;5,741.641264 ;5,393.978139 ;6,652.610217 ;4,958.654947 ;10,052.789378 ;12,403.928748 ;4,924.290424
08/05/2018;11,321.173752 ;4,233.078182 ;5,800.593388 ;5,713.626855 ;5,383.333917 ;6,602.971750 ;4,947.105027 ;10,052.366775 ;12,361.007137 ;4,912.980403
09/05/2018;11,291.868931 ;4,234.099975 ;5,780.482027 ;5,686.627713 ;5,373.451298 ;6,554.720280 ;4,935.700987 ;10,056.517162 ;12,315.010040 ;4,901.821764
10/05/2018;11,340.497290 ;4,235.113210 ;5,795.372762 ;5,721.338849 ;5,381.671743 ;6,621.670024 ;4,952.721869 ;10,060.728778 ;12,386.187198 ;4,918.850582
11/05/2018;11,324.879461 ;4,236.098242 ;5,799.056662 ;5,710.607927 ;5,375.095716 ;6,605.394757 ;4,948.057569 ;10,060.486341 ;12,362.812255 ;4,913.992022
14/05/2018;11,305.219354 ;4,237.095032 ;5,790.590778 ;5,689.463921 ;5,364.878487 ;6,570.323058 ;4,939.901607 ;10,059.549342 ;12,333.680494 ;4,905.865176
15/05/2018;11,302.518793 ;4,238.098574 ;5,793.030012 ;5,694.276196 ;5,362.538011 ;6,583.419215 ;4,941.091070 ;10,062.542631 ;12,328.230134 ;4,907.020593
16/05/2018;11,312.030641 ;4,239.112329 ;5,794.768844 ;5,699.451632 ;5,362.569919 ;6,595.124316 ;4,944.301105 ;10,067.701730 ;12,340.140818 ;4,910.258680
17/05/2018;11,274.841212 ;4,240.084533 ;5,777.873319 ;5,665.141808 ;5,338.603697 ;6,545.596575 ;4,929.932552 ;10,055.283901 ;12,289.974572 ;4,895.990431
18/05/2018;11,220.031270 ;4,241.056950 ;5,767.509029 ;5,617.516891 ;5,316.956717 ;6,463.117034 ;4,909.653342 ;10,054.563955 ;12,207.880721 ;4,875.518623
21/05/2018;11,237.575925 ;4,242.052578 ;5,785.750361 ;5,629.169402 ;5,323.978437 ;6,481.258829 ;4,916.122967 ;10,059.375075 ;12,232.033315 ;4,881.679502
22/05/2018;11,253.794201 ;4,243.057386 ;5,799.760967 ;5,649.116429 ;5,336.353276 ;6,511.894985 ;4,924.309175 ;10,064.163178 ;12,254.201866 ;4,889.699879
23/05/2018;11,266.462859 ;4,244.062127 ;5,800.781211 ;5,640.199875 ;5,325.892978 ;6,504.024113 ;4,924.557866 ;10,065.915995 ;12,272.440705 ;4,889.928794
24/05/2018;11,236.430113 ;4,245.068095 ;5,796.679462 ;5,624.365999 ;5,317.170037 ;6,478.405248 ;4,916.171725 ;10,064.884313 ;12,227.753607 ;4,881.458441
25/05/2018;11,209.080230 ;4,246.098392 ;5,798.605885 ;5,599.970931 ;5,310.589054 ;6,430.830435 ;4,906.276735 ;10,065.638368 ;12,186.272569 ;4,871.296374
28/05/2018;11,196.085203 ;4,247.120843 ;5,791.487508 ;5,588.750997 ;5,313.352177 ;6,402.107938 ;4,901.672764 ;10,064.567420 ;12,167.226490 ;4,866.766797
29/05/2018;11,157.675640 ;4,248.148202 ;5,782.735259 ;5,564.757244 ;5,305.857867 ;6,356.522915 ;4,889.849378 ;10,066.077869 ;12,108.761946 ;4,854.898283
30/05/2018;11,162.651229 ;4,249.170587 ;5,791.213386 ;5,576.806581 ;5,314.502806 ;6,373.647021 ;4,894.181868 ;10,067.089261 ;12,115.775335 ;4,859.116657
01/06/2018;11,181.696229 ;4,250.219116 ;5,798.143477 ;5,588.023533 ;5,325.390135 ;6,386.232782 ;4,900.530378 ;10,072.708221 ;12,141.809404 ;4,865.434108
04/06/2018;11,187.251128 ;4,251.243219 ;5,799.493969 ;5,583.385286 ;5,332.385004 ;6,367.443390 ;4,900.726447 ;10,077.171188 ;12,148.089623 ;4,865.601423
05/06/2018;11,112.605555 ;4,252.284673 ;5,755.460394 ;5,533.784333 ;5,309.414963 ;6,282.043707 ;4,876.096735 ;10,070.870142 ;12,039.059252 ;4,841.512255
06/06/2018;11,089.422097 ;4,253.315142 ;5,737.579073 ;5,515.377103 ;5,297.185361 ;6,254.729655 ;4,867.891056 ;10,069.552031 ;12,004.903272 ;4,833.565180
07/06/2018;11,015.821154 ;4,254.344999 ;5,703.057612 ;5,466.595224 ;5,242.035103 ;6,209.213960 ;4,843.850183 ;10,043.652290 ;11,906.436085 ;4,809.845079
08/06/2018;11,069.663614 ;4,255.381883 ;5,745.607231 ;5,506.464065 ;5,266.994490 ;6,270.181267 ;4,863.540467 ;10,057.216613 ;11,980.940214 ;4,828.923577
11/06/2018;11,067.250432 ;4,256.423113 ;5,750.315438 ;5,503.831104 ;5,280.724420 ;6,247.983327 ;4,863.025538 ;10,065.464557 ;11,973.535652 ;4,828.282315
12/06/2018;11,065.673800 ;4,257.511133 ;5,764.389709 ;5,505.299707 ;5,284.263121 ;6,247.134029 ;4,863.876531 ;10,069.947544 ;11,969.113728 ;4,828.807688
13/06/2018;11,032.513863 ;4,258.585541 ;5,760.469455 ;5,491.927961 ;5,271.759771 ;6,231.568709 ;4,855.631751 ;10,069.213716 ;11,919.730886 ;4,820.479285
14/06/2018;10,953.998074 ;4,259.646927 ;5,705.053579 ;5,440.853500 ;5,234.782840 ;6,159.376865 ;4,829.759264 ;10,056.507453 ;11,807.837895 ;4,795.398608
15/06/2018;11,008.665835 ;4,260.713390 ;5,751.848264 ;5,496.334454 ;5,278.010959 ;6,234.180144 ;4,853.461327 ;10,071.882120 ;11,882.748427 ;4,818.472418
18/06/2018;11,030.795860 ;4,261.780505 ;5,745.250827 ;5,501.681706 ;5,291.153213 ;6,230.792020 ;4,858.558297 ;10,081.243427 ;11,911.632632 ;4,823.841586
19/06/2018;11,087.561717 ;4,262.850919 ;5,765.654790 ;5,542.088696 ;5,313.121527 ;6,296.496475 ;4,878.335337 ;10,090.494282 ;11,992.500195 ;4,843.550217
20/06/2018;11,077.735643 ;4,263.914493 ;5,774.069571 ;5,533.490293 ;5,307.812500 ;6,283.263704 ;4,875.285084 ;10,092.238086 ;11,976.966567 ;4,840.227879
21/06/2018;11,060.185320 ;4,264.983122 ;5,781.845390 ;5,518.209401 ;5,309.155939 ;6,247.022043 ;4,869.366260 ;10,094.656617 ;11,949.541534 ;4,833.990166
22/06/2018;11,060.171346 ;4,266.045875 ;5,787.407814 ;5,513.355467 ;5,307.433368 ;6,238.047363 ;4,868.729162 ;10,097.376389 ;11,948.272058 ;4,833.203227
25/06/2018;11,092.943853 ;4,267.101888 ;5,804.734498 ;5,529.695105 ;5,321.415213 ;6,258.597771 ;4,878.759156 ;10,101.871357 ;11,995.347421 ;4,843.027926
26/06/2018;11,129.093930 ;4,268.155417 ;5,816.122538 ;5,539.688539 ;5,328.759733 ;6,272.591325 ;4,887.657299 ;10,107.932133 ;12,046.768290 ;4,851.841318
27/06/2018;11,107.798227 ;4,269.199934 ;5,802.010893 ;5,518.631099 ;5,313.822378 ;6,242.469411 ;4,879.208953 ;10,108.570056 ;12,014.544865 ;4,843.554092
28/06/2018;11,147.880335 ;4,270.244839 ;5,826.057039 ;5,546.717681 ;5,331.914226 ;6,284.808709 ;4,893.406556 ;10,119.301255 ;12,069.717406 ;4,857.472832
29/06/2018;11,167.585238 ;4,271.301756 ;5,831.121657 ;5,558.956929 ;5,338.400521 ;6,304.908745 ;4,900.052400 ;10,121.956162 ;12,098.044012 ;4,864.139492
02/07/2018;11,194.360513 ;4,272.361471 ;5,846.319798 ;5,572.171831 ;5,344.674419 ;6,327.472222 ;4,908.314206 ;10,126.007578 ;12,136.330794 ;4,872.209558
03/07/2018;11,182.006947 ;4,273.417752 ;5,854.038515 ;5,577.562595 ;5,347.761615 ;6,336.053363 ;4,908.360182 ;10,124.958261 ;12,118.139435 ;4,872.068294
04/07/2018;11,194.575421 ;4,274.476994 ;5,866.427291 ;5,594.629519 ;5,354.545185 ;6,366.751174 ;4,915.201888 ;10,126.782926 ;12,136.288478 ;4,878.756283
05/07/2018;11,174.949798 ;4,275.534500 ;5,863.991975 ;5,587.574901 ;5,348.341526 ;6,358.075732 ;4,910.826245 ;10,125.496219 ;12,107.208361 ;4,874.345114
06/07/2018;11,215.386777 ;4,276.593403 ;5,883.403745 ;5,606.749434 ;5,357.453415 ;6,390.804690 ;4,922.607679 ;10,135.039315 ;12,163.859512 ;4,885.908712
09/07/2018;11,219.105254 ;4,277.648232 ;5,885.982358 ;5,611.165114 ;5,361.506375 ;6,396.034289 ;4,924.742196 ;10,137.707122 ;12,168.220616 ;4,888.026646
10/07/2018;11,255.724222 ;4,278.684920 ;5,896.556032 ;5,636.514249 ;5,375.892022 ;6,436.540695 ;4,937.244535 ;10,142.950709 ;12,221.133336 ;4,900.542322
11/07/2018;11,236.963845 ;4,279.750311 ;5,880.122224 ;5,618.344976 ;5,364.192082 ;6,409.146920 ;4,929.928039 ;10,142.473416 ;12,192.978599 ;4,893.467891
12/07/2018;11,206.804484 ;4,280.799896 ;5,884.174873 ;5,604.951470 ;5,357.402990 ;6,386.786602 ;4,922.533118 ;10,141.183074 ;12,147.964640 ;4,885.813729
13/07/2018;11,230.941558 ;4,281.855184 ;5,883.569916 ;5,619.807697 ;5,368.906302 ;6,406.898826 ;4,930.282950 ;10,147.147284 ;12,181.653104 ;4,893.746421
16/07/2018;11,232.119421 ;4,282.916367 ;5,881.121128 ;5,614.779879 ;5,374.217812 ;6,389.225649 ;4,929.582716 ;10,151.924531 ;12,181.171090 ;4,893.090717
17/07/2018;11,253.180480 ;4,283.972383 ;5,895.288712 ;5,623.090013 ;5,381.975825 ;6,398.910009 ;4,935.598550 ;10,157.998486 ;12,210.154115 ;4,898.891169
18/07/2018;11,250.697349 ;4,285.026439 ;5,898.927021 ;5,623.195625 ;5,382.201238 ;6,398.885616 ;4,935.748665 ;10,158.984979 ;12,205.930114 ;4,898.955628
19/07/2018;11,260.254657 ;4,286.083051 ;5,914.438186 ;5,632.284059 ;5,388.202706 ;6,412.364513 ;4,940.228829 ;10,161.776249 ;12,219.065763 ;4,903.154163
20/07/2018;11,300.747030 ;4,287.140587 ;5,948.346357 ;5,670.699286 ;5,398.925771 ;6,486.366458 ;4,957.075058 ;10,166.283577 ;12,278.187123 ;4,919.538163
23/07/2018;11,294.139570 ;4,288.197269 ;5,939.793111 ;5,661.830846 ;5,396.099811 ;6,469.690098 ;4,954.102130 ;10,167.516378 ;12,267.607065 ;4,916.709601
24/07/2018;11,307.821727 ;4,289.254744 ;5,946.770162 ;5,670.059428 ;5,401.907870 ;6,481.458406 ;4,958.798251 ;10,171.281969 ;12,286.521112 ;4,921.337367
25/07/2018;11,335.197875 ;4,290.308660 ;5,951.729940 ;5,692.205649 ;5,413.209610 ;6,518.166469 ;4,968.953374 ;10,177.723777 ;12,324.883356 ;4,931.592198
26/07/2018;11,330.067359 ;4,291.366968 ;5,944.737982 ;5,681.335437 ;5,411.514504 ;6,495.669165 ;4,965.753126 ;10,180.677941 ;12,315.721897 ;4,928.493212
27/07/2018;11,337.604664 ;4,292.427352 ;5,950.798135 ;5,690.840756 ;5,416.398257 ;6,511.386201 ;4,969.802128 ;10,183.339549 ;12,325.863107 ;4,932.482189
30/07/2018;11,337.804790 ;4,293.489832 ;5,955.462827 ;5,690.346472 ;5,417.424536 ;6,509.080167 ;4,970.243226 ;10,185.659961 ;12,325.066236 ;4,932.818878
31/07/2018;11,332.244785 ;4,294.550680 ;5,963.818314 ;5,687.660856 ;5,417.221516 ;6,503.271023 ;4,969.353544 ;10,188.777107 ;12,315.177804 ;4,931.705632
01/08/2018;11,333.931336 ;4,295.609918 ;5,978.622137 ;5,692.668432 ;5,422.522508 ;6,508.378604 ;4,971.613077 ;10,191.998630 ;12,316.202587 ;4,933.652514
02/08/2018;11,330.255534 ;4,296.669367 ;5,964.127134 ;5,693.091664 ;5,424.059524 ;6,507.543955 ;4,971.240876 ;10,193.903390 ;12,309.745924 ;4,933.621290
03/08/2018;11,355.762599 ;4,297.732927 ;5,962.933970 ;5,717.412938 ;5,434.563308 ;6,550.075895 ;4,981.402812 ;10,196.800081 ;12,346.934501 ;4,944.028509
06/08/2018;11,361.840139 ;4,298.795972 ;5,974.330707 ;5,722.422543 ;5,437.810745 ;6,557.576036 ;4,984.235493 ;10,198.734041 ;12,355.207590 ;4,946.647226
07/08/2018;11,331.558412 ;4,299.860415 ;5,971.701702 ;5,705.060322 ;5,428.896451 ;6,528.860332 ;4,975.795938 ;10,198.201855 ;12,309.683999 ;4,938.091098
08/08/2018;11,324.673984 ;4,300.923897 ;5,974.579596 ;5,705.408421 ;5,433.250433 ;6,524.580829 ;4,975.328313 ;10,201.395086 ;12,297.768129 ;4,937.544233
09/08/2018;11,301.367987 ;4,301.988215 ;5,961.003604 ;5,686.859563 ;5,422.268975 ;6,495.597864 ;4,967.405510 ;10,202.410563 ;12,262.057929 ;4,929.779375
10/08/2018;11,231.192651 ;4,303.049442 ;5,946.810110 ;5,654.691679 ;5,394.565894 ;6,455.403808 ;4,949.041107 ;10,197.757593 ;12,158.176969 ;4,911.365256
13/08/2018;11,228.080620 ;4,304.113303 ;5,944.848921 ;5,665.583979 ;5,396.893649 ;6,477.215149 ;4,951.582829 ;10,201.166571 ;12,151.861649 ;4,914.008353
14/08/2018;11,297.218827 ;4,305.175171 ;5,990.888480 ;5,726.457227 ;5,424.666293 ;6,581.943091 ;4,978.334385 ;10,209.887518 ;12,252.252359 ;4,940.221798
15/08/2018;11,300.687737 ;4,306.237227 ;6,004.017275 ;5,744.805470 ;5,428.510094 ;6,618.774557 ;4,984.035131 ;10,212.159556 ;12,256.422364 ;4,945.728010
16/08/2018;11,292.688823 ;4,307.303724 ;6,011.996307 ;5,745.166812 ;5,429.252275 ;6,618.780611 ;4,983.504784 ;10,215.591876 ;12,242.708801 ;4,944.989709
17/08/2018;11,286.772138 ;4,308.368377 ;6,012.470570 ;5,740.705956 ;5,435.292213 ;6,603.142182 ;4,982.015750 ;10,218.851907 ;12,232.224241 ;4,943.456318
20/08/2018;11,266.567855 ;4,309.438175 ;6,006.798166 ;5,720.789440 ;5,426.672640 ;6,569.752897 ;4,974.630907 ;10,219.113996 ;12,201.558761 ;4,936.048920
21/08/2018;11,202.730570 ;4,310.506707 ;5,956.633195 ;5,657.670040 ;5,396.268443 ;6,467.096043 ;4,949.527215 ;10,216.477273 ;12,106.305802 ;4,911.628368
22/08/2018;11,236.370280 ;4,311.575052 ;5,977.128822 ;5,696.281851 ;5,411.775166 ;6,533.059793 ;4,964.505383 ;10,221.353603 ;12,154.852460 ;4,926.431082
23/08/2018;11,210.893459 ;4,312.642851 ;5,973.838073 ;5,671.927142 ;5,401.137016 ;6,492.330162 ;4,955.344065 ;10,220.148831 ;12,116.910019 ;4,917.149613
24/08/2018;11,234.812659 ;4,313.707480 ;5,990.020033 ;5,685.911030 ;5,411.258849 ;6,511.607077 ;4,963.082793 ;10,224.280208 ;12,151.114813 ;4,924.660095
27/08/2018;11,253.791006 ;4,314.775700 ;5,996.449263 ;5,702.819670 ;5,421.615035 ;6,536.843178 ;4,970.487827 ;10,228.429742 ;12,177.842232 ;4,932.069507
28/08/2018;11,239.357193 ;4,315.844341 ;5,992.230889 ;5,687.971692 ;5,416.162071 ;6,510.954958 ;4,965.191832 ;10,228.518328 ;12,155.981626 ;4,926.761039
29/08/2018;11,248.859326 ;4,316.911622 ;5,996.504117 ;5,687.909820 ;5,420.529781 ;6,506.352297 ;4,967.196775 ;10,233.386527 ;12,168.044779 ;4,928.704858
30/08/2018;11,189.147675 ;4,317.983795 ;5,980.836334 ;5,650.494996 ;5,393.549274 ;6,454.672093 ;4,949.435160 ;10,228.160738 ;12,080.251861 ;4,910.938813
31/08/2018;11,226.831780 ;4,319.050849 ;5,991.952895 ;5,662.197534 ;5,403.372619 ;6,469.419192 ;4,958.672045 ;10,233.582058 ;12,134.654634 ;4,920.104964
03/09/2018;11,197.040933 ;4,320.124644 ;5,976.865765 ;5,637.722212 ;5,390.876150 ;6,430.336404 ;4,948.530975 ;10,234.337702 ;12,089.264463 ;4,910.112468
04/09/2018;11,174.562955 ;4,321.203107 ;5,960.529143 ;5,616.814750 ;5,377.907847 ;6,399.298868 ;4,940.180714 ;10,236.259808 ;12,054.426930 ;4,901.982420
05/09/2018;11,179.426951 ;4,322.271899 ;5,955.996233 ;5,611.085711 ;5,375.147114 ;6,389.982326 ;4,939.947986 ;10,239.362567 ;12,060.310257 ;4,901.857188
06/09/2018;11,217.465082 ;4,323.339008 ;5,962.771665 ;5,628.189909 ;5,382.767527 ;6,418.433715 ;4,950.513643 ;10,246.152186 ;12,114.539952 ;4,912.489607
10/09/2018;11,237.764084 ;4,324.413016 ;5,965.500182 ;5,629.359051 ;5,388.546192 ;6,414.995739 ;4,954.497047 ;10,252.805998 ;12,142.054033 ;4,916.493854
11/09/2018;11,227.094636 ;4,325.494611 ;5,966.148112 ;5,617.832940 ;5,387.960406 ;6,391.165468 ;4,950.596250 ;10,254.394462 ;12,125.199935 ;4,912.490124
12/09/2018;11,247.592466 ;4,326.573746 ;5,993.345756 ;5,637.984235 ;5,404.159744 ;6,417.292454 ;4,959.585448 ;10,259.555362 ;12,153.716420 ;4,921.003357
13/09/2018;11,215.837521 ;4,327.655469 ;5,989.873652 ;5,620.025121 ;5,394.498239 ;6,389.118645 ;4,950.758591 ;10,258.479124 ;12,106.284497 ;4,912.066330
14/09/2018;11,240.088751 ;4,328.730866 ;5,997.594768 ;5,629.600840 ;5,407.129354 ;6,396.483375 ;4,957.428997 ;10,261.101302 ;12,141.661406 ;4,918.693287
17/09/2018;11,269.648012 ;4,329.807117 ;6,018.698488 ;5,650.893245 ;5,424.252723 ;6,424.082989 ;4,967.968427 ;10,267.688316 ;12,183.186460 ;4,928.942736
18/09/2018;11,286.163366 ;4,330.875608 ;6,028.366756 ;5,651.890159 ;5,430.260034 ;6,420.046192 ;4,971.476468 ;10,270.668484 ;12,206.716675 ;4,932.288663
19/09/2018;11,297.504437 ;4,331.951515 ;6,051.466919 ;5,645.567932 ;5,427.379119 ;6,409.595597 ;4,972.802201 ;10,272.613652 ;12,222.922496 ;4,933.070203
20/09/2018;11,313.306091 ;4,333.023109 ;6,060.420080 ;5,647.237928 ;5,429.317661 ;6,411.150614 ;4,976.336685 ;10,276.895340 ;12,244.763070 ;4,936.460920
21/09/2018;11,350.601859 ;4,334.091722 ;6,069.771984 ;5,664.811518 ;5,438.026521 ;6,439.482090 ;4,986.960551 ;10,280.679462 ;12,299.285822 ;4,947.088719
24/09/2018;11,342.114191 ;4,335.160764 ;6,062.792090 ;5,651.870427 ;5,438.419325 ;6,411.651638 ;4,982.882171 ;10,282.800170 ;12,285.475040 ;4,943.093011
25/09/2018;11,346.026382 ;4,336.246566 ;6,069.773067 ;5,648.258059 ;5,443.549915 ;6,398.743083 ;4,983.270189 ;10,286.031551 ;12,289.860994 ;4,943.316291
26/09/2018;11,375.126636 ;4,337.322446 ;6,077.418996 ;5,653.626467 ;5,451.616188 ;6,401.863788 ;4,989.735845 ;10,290.383036 ;12,331.744683 ;4,949.735805
27/09/2018;11,396.005155 ;4,338.399208 ;6,095.013258 ;5,664.620131 ;5,457.859819 ;6,418.772943 ;4,996.441896 ;10,294.838071 ;12,361.167896 ;4,956.154004
28/09/2018;11,372.304016 ;4,339.465773 ;6,082.855506 ;5,653.739946 ;5,451.217090 ;6,402.512865 ;4,990.303734 ;10,295.568349 ;12,325.044465 ;4,950.181310
01/10/2018;11,397.133290 ;4,340.550851 ;6,086.485377 ;5,658.759834 ;5,455.639100 ;6,408.625550 ;4,995.918504 ;10,300.043859 ;12,360.422222 ;4,955.830756
02/10/2018;11,432.680163 ;4,341.626025 ;6,100.403723 ;5,689.132217 ;5,467.496359 ;6,460.860724 ;5,009.151555 ;10,304.034790 ;12,413.006369 ;4,969.012338
03/10/2018;11,452.166537 ;4,342.713624 ;6,110.887735 ;5,728.498017 ;5,481.755186 ;6,529.698729 ;5,021.982744 ;10,305.914372 ;12,441.986099 ;4,981.868406
04/10/2018;11,467.867187 ;4,343.796800 ;6,138.422903 ;5,761.178868 ;5,493.277929 ;6,587.169093 ;5,033.095704 ;10,308.727442 ;12,464.688037 ;4,992.544637
05/10/2018;11,452.367453 ;4,344.876149 ;6,142.751205 ;5,753.891912 ;5,491.249846 ;6,573.800727 ;5,029.613188 ;10,309.438108 ;12,440.536985 ;4,988.877230
08/10/2018;11,568.497512 ;4,345.958919 ;6,205.978947 ;5,864.766631 ;5,536.726864 ;6,762.241876 ;5,074.981641 ;10,326.143104 ;12,610.498127 ;5,033.684085
09/10/2018;11,617.524736 ;4,347.037518 ;6,242.972756 ;5,916.898078 ;5,559.046941 ;6,849.884000 ;5,095.886240 ;10,336.617126 ;12,680.544867 ;5,054.134732
10/10/2018;11,598.196197 ;4,348.121115 ;6,249.864777 ;5,905.331644 ;5,554.406145 ;6,830.120039 ;5,090.891920 ;10,336.328289 ;12,651.014025 ;5,048.858253
11/10/2018;11,591.039592 ;4,349.202899 ;6,259.963839 ;5,907.144603 ;5,559.109176 ;6,829.148032 ;5,090.931901 ;10,341.153803 ;12,637.619680 ;5,048.648343
